sample	phylum	read_count	contig_count	bin_count	contig_percent	bin_percent
ERR8314768	p__Marinisomatota	4	0	0	0.00	0.00
ERR8314768	p__Caldisericota	3	0	0	0.00	0.00
ERR8314768	p__Tectomicrobia	1	0	0	0.00	0.00
ERR8314768	p__Thermotogota	18	0	0	0.00	0.00
ERR8314768	p__Orphanbacterota	2	0	0	0.00	0.00
ERR8314768	p__Desulfobacterota_E	1	0	0	0.00	0.00
ERR8314768	p__Babelota	5	0	0	0.00	0.00
ERR8314768	p__Sumerlaeota	3	0	0	0.00	0.00
ERR8314768	p__TA06_A	3	0	0	0.00	0.00
ERR8314768	p__Nitrospinota	1	0	0	0.00	0.00
ERR8314768	p__BMS3Abin14	3	0	0	0.00	0.00
ERR8314768	p__UBA4055	4	0	0	0.00	0.00
ERR8314768	p__WOR-3	1	0	0	0.00	0.00
ERR8314768	p__Margulisbacteria	2	0	0	0.00	0.00
ERR8314768	p__Desulfobacterota_D	1	0	0	0.00	0.00
ERR8314768	p__Thermoplasmatota	2627	60	0	2.28	0.00
ERR8314768	p__Methanobacteriota	542	88	0	16.24	0.00
ERR8314768	p__Halobacteriota	52	11	0	21.15	0.00
ERR8314768	p__Thermoproteota	5	0	0	0.00	0.00
ERR8314768	p__Nanobdellota	3	0	0	0.00	0.00
ERR8314768	p__Micrarchaeota	2	0	0	0.00	0.00
ERR8314772	p__Pseudomonadota	108233	40448	23784	37.37	21.97
ERR8314772	p__Bacteroidota	5031161	3109019	175911	61.80	3.50
ERR8314772	p__Verrucomicrobiota	74700	26472	10139	35.44	13.57
ERR8314772	p__Bacillota	1178346	266211	27676	22.59	2.35
ERR8314772	p__Spirochaetota	52865	12226	25	23.13	0.05
ERR8314772	p__Campylobacterota	41858	21540	0	51.46	0.00
ERR8314772	p__Myxococcota	3695	26	7	0.70	0.19
ERR8314772	p__Desulfobacterota_I	10119	68	0	0.67	0.00
ERR8314772	p__Fibrobacterota	7981	154	0	1.93	0.00
ERR8314772	p__Actinomycetota	7084	90	11	1.27	0.16
ERR8314772	p__Patescibacteriota	3113	11	0	0.35	0.00
ERR8314772	p__Elusimicrobiota	3366	0	0	0.00	0.00
ERR8314772	p__Cyanobacteriota	7490	78	0	1.04	0.00
ERR8314772	p__Vulcanimicrobiota	148	14	0	9.46	0.00
ERR8314772	p__Fusobacteriota	154	0	0	0.00	0.00
ERR8314772	p__Chrysiogenota	127	0	0	0.00	0.00
ERR8314772	p__Planctomycetota	140	8	8	5.71	5.71
ERR8314772	p__Bdellovibrionota_B	31	0	0	0.00	0.00
ERR8314772	p__Chlamydiota	33	0	0	0.00	0.00
ERR8314772	p__Cloacimonadota	34	0	0	0.00	0.00
ERR8314772	p__Synergistota	46	0	0	0.00	0.00
ERR8314772	p__Chloroflexota	146	18	6	12.33	4.11
ERR8314772	p__Desulfobacterota	105	10	0	9.52	0.00
ERR8314772	p__Bacteroidota_A	65	17	0	26.15	0.00
ERR8314772	p__Armatimonadota	18	0	0	0.00	0.00
ERR8314772	p__Hydrogenedentota	24	0	0	0.00	0.00
ERR8314772	p__Deinococcota	5	0	0	0.00	0.00
ERR8314772	p__Myxococcota_A	14	0	0	0.00	0.00
ERR8314772	p__Sumerlaeota	6	0	0	0.00	0.00
ERR8314772	p__Omnitrophota	21	4	4	19.05	19.05
ERR8314772	p__Muiribacteriota	8	0	0	0.00	0.00
ERR8314772	p__Acidobacteriota	118	3	0	2.54	0.00
ERR8314772	p__JAAXHH01	2	0	0	0.00	0.00
ERR8314772	p__Caldisericota	5	0	0	0.00	0.00
ERR8314772	p__PUNC01	2	0	0	0.00	0.00
ERR8314772	p__Gemmatimonadota	49	16	16	32.65	32.65
ERR8314772	p__Methylomirabilota	2	0	0	0.00	0.00
ERR8314772	p__Nitrospirota	24	0	0	0.00	0.00
ERR8314772	p__AUK180	1	0	0	0.00	0.00
ERR8314772	p__JAMCPX01	1	0	0	0.00	0.00
ERR8314772	p__RBG-13-61-14	8	8	0	100.00	0.00
ERR8314772	p__DUMJ01	1	0	0	0.00	0.00
ERR8314772	p__Bipolaricaulota	3	0	0	0.00	0.00
ERR8314772	p__UBP6	1	0	0	0.00	0.00
ERR8314772	p__Marinisomatota	6	0	0	0.00	0.00
ERR8314772	p__Bdellovibrionota	5	0	0	0.00	0.00
ERR8314772	p__Atribacterota	2	0	0	0.00	0.00
ERR8314772	p__Zixibacteria	2	0	0	0.00	0.00
ERR8314772	p__SAR324	5	0	0	0.00	0.00
ERR8314772	p__Calditrichota	7	0	0	0.00	0.00
ERR8314772	p__Latescibacterota	2	0	0	0.00	0.00
ERR8314772	p__Eisenbacteria	11	0	0	0.00	0.00
ERR8314772	p__Poribacteria	1	0	0	0.00	0.00
ERR8314772	p__Zhuqueibacterota	1	0	0	0.00	0.00
ERR8314772	p__Orphanbacterota	2	0	0	0.00	0.00
ERR8314772	p__RBG-13-66-14	1	0	0	0.00	0.00
ERR8314772	p__Babelota	3	0	0	0.00	0.00
ERR8314772	p__Sysuimicrobiota	1	0	0	0.00	0.00
ERR8314772	p__Electryoneota	2	0	0	0.00	0.00
ERR8314772	p__Thermotogota	19	18	0	94.74	0.00
ERR8314772	p__UBA3054	3	0	0	0.00	0.00
ERR8314772	p__Thermosulfidibacterota	1	0	0	0.00	0.00
ERR8314772	p__Thermoplasmatota	2557	6	0	0.23	0.00
ERR8314772	p__Methanobacteriota	304	9	0	2.96	0.00
ERR8314772	p__Halobacteriota	41	0	0	0.00	0.00
ERR8314772	p__Thermoproteota	5	0	0	0.00	0.00
ERR8314772	p__Altiarchaeota	2	0	0	0.00	0.00
ERR8314772	p__Micrarchaeota	5	0	0	0.00	0.00
ERR8314772	p__Asgardarchaeota	1	0	0	0.00	0.00
ERR8314775	p__Pseudomonadota	79898	9806	0	12.27	0.00
ERR8314775	p__Bacteroidota	5438407	3353818	215476	61.67	3.96
ERR8314775	p__Verrucomicrobiota	132403	50109	0	37.85	0.00
ERR8314775	p__Myxococcota	20942	9134	0	43.62	0.00
ERR8314775	p__Bacillota	1483060	322996	16205	21.78	1.09
ERR8314775	p__Fibrobacterota	14486	1691	0	11.67	0.00
ERR8314775	p__Spirochaetota	65326	9794	15	14.99	0.02
ERR8314775	p__Campylobacterota	58904	29853	25110	50.68	42.63
ERR8314775	p__Desulfobacterota_I	10250	52	0	0.51	0.00
ERR8314775	p__Actinomycetota	12774	828	0	6.48	0.00
ERR8314775	p__Elusimicrobiota	7215	5	0	0.07	0.00
ERR8314775	p__Cyanobacteriota	11757	40	0	0.34	0.00
ERR8314775	p__Patescibacteriota	2504	6	0	0.24	0.00
ERR8314775	p__Vulcanimicrobiota	549	0	0	0.00	0.00
ERR8314775	p__Planctomycetota	626	50	0	7.99	0.00
ERR8314775	p__Fusobacteriota	174	6	0	3.45	0.00
ERR8314775	p__Chrysiogenota	158	0	0	0.00	0.00
ERR8314775	p__Chlamydiota	62	0	0	0.00	0.00
ERR8314775	p__Cloacimonadota	74	0	0	0.00	0.00
ERR8314775	p__Bdellovibrionota_B	15	0	0	0.00	0.00
ERR8314775	p__Thermotogota	19	0	0	0.00	0.00
ERR8314775	p__Synergistota	57	0	0	0.00	0.00
ERR8314775	p__RBG-13-61-14	11	0	0	0.00	0.00
ERR8314775	p__Acidobacteriota	194	18	0	9.28	0.00
ERR8314775	p__Desulfobacterota	153	21	0	13.73	0.00
ERR8314775	p__Chloroflexota	130	25	0	19.23	0.00
ERR8314775	p__Omnitrophota	15	0	0	0.00	0.00
ERR8314775	p__Nitrospirota	19	0	0	0.00	0.00
ERR8314775	p__Myxococcota_A	24	0	0	0.00	0.00
ERR8314775	p__Deinococcota	16	0	0	0.00	0.00
ERR8314775	p__Hydrogenedentota	18	0	0	0.00	0.00
ERR8314775	p__Gemmatimonadota	71	7	0	9.86	0.00
ERR8314775	p__Caldisericota	3	0	0	0.00	0.00
ERR8314775	p__WOR-3	4	0	0	0.00	0.00
ERR8314775	p__Poribacteria	2	0	0	0.00	0.00
ERR8314775	p__Bacteroidota_A	72	6	0	8.33	0.00
ERR8314775	p__Latescibacterota	3	0	0	0.00	0.00
ERR8314775	p__Desulfobacterota_B	35	0	0	0.00	0.00
ERR8314775	p__Armatimonadota	19	5	0	26.32	0.00
ERR8314775	p__AUK180	2	0	0	0.00	0.00
ERR8314775	p__Bdellovibrionota	6	0	0	0.00	0.00
ERR8314775	p__Zixibacteria	4	0	0	0.00	0.00
ERR8314775	p__Marinisomatota	6	0	0	0.00	0.00
ERR8314775	p__Nitrospinota	1	0	0	0.00	0.00
ERR8314775	p__Muiribacteriota	3	0	0	0.00	0.00
ERR8314775	p__Bipolaricaulota	6	0	0	0.00	0.00
ERR8314775	p__Zhuqueibacterota	8	0	0	0.00	0.00
ERR8314775	p__SAR324	3	0	0	0.00	0.00
ERR8314775	p__Methylomirabilota	3	0	0	0.00	0.00
ERR8314775	p__Calditrichota	10	0	0	0.00	0.00
ERR8314775	p__Sumerlaeota	4	0	0	0.00	0.00
ERR8314775	p__DRYD01	2	0	0	0.00	0.00
ERR8314775	p__Babelota	5	0	0	0.00	0.00
ERR8314775	p__PUNC01	4	0	0	0.00	0.00
ERR8314775	p__UBA3054	6	0	0	0.00	0.00
ERR8314775	p__Krumholzibacteriota	2	0	0	0.00	0.00
ERR8314775	p__Orphanbacterota	2	0	0	0.00	0.00
ERR8314775	p__Sysuimicrobiota	3	0	0	0.00	0.00
ERR8314775	p__CSSED10-310	1	0	0	0.00	0.00
ERR8314775	p__Aerophobota	1	0	0	0.00	0.00
ERR8314775	p__UBP7	1	0	0	0.00	0.00
ERR8314775	p__Electryoneota	3	0	0	0.00	0.00
ERR8314775	p__BMS3Abin14	1	0	0	0.00	0.00
ERR8314775	p__Desulfobacterota_E	1	0	0	0.00	0.00
ERR8314775	p__Eisenbacteria	27	0	0	0.00	0.00
ERR8314775	p__Desulfobacterota_G	2	0	0	0.00	0.00
ERR8314775	p__Hinthialibacterota	1	0	0	0.00	0.00
ERR8314775	p__UBP6	1	0	0	0.00	0.00
ERR8314775	p__UBA4055	1	0	0	0.00	0.00
ERR8314775	p__UBA6262	2	0	0	0.00	0.00
ERR8314775	p__Thermoplasmatota	6917	54	0	0.78	0.00
ERR8314775	p__Methanobacteriota	339	16	0	4.72	0.00
ERR8314775	p__Halobacteriota	65	0	0	0.00	0.00
ERR8314775	p__Aenigmatarchaeota	1	0	0	0.00	0.00
ERR8314775	p__Thermoproteota	6	0	0	0.00	0.00
ERR8314775	p__Altiarchaeota	1	0	0	0.00	0.00
ERR8314775	p__Nanobdellota	1	0	0	0.00	0.00
ERR8314775	p__Micrarchaeota	1	0	0	0.00	0.00
ERR8314776	p__Bacteroidota	4054168	2557341	221836	63.08	5.47
ERR8314776	p__Pseudomonadota	48806	8323	9	17.05	0.02
ERR8314776	p__Verrucomicrobiota	92210	46776	0	50.73	0.00
ERR8314776	p__Bacillota	1191224	412240	45387	34.61	3.81
ERR8314776	p__Spirochaetota	75377	26497	26	35.15	0.03
ERR8314776	p__Myxococcota	5605	147	0	2.62	0.00
ERR8314776	p__Campylobacterota	45116	20761	0	46.02	0.00
ERR8314776	p__Desulfobacterota_I	7016	230	0	3.28	0.00
ERR8314776	p__Fibrobacterota	7651	340	0	4.44	0.00
ERR8314776	p__Actinomycetota	8414	1168	18	13.88	0.21
ERR8314776	p__Elusimicrobiota	4876	177	0	3.63	0.00
ERR8314776	p__Patescibacteriota	2318	849	0	36.63	0.00
ERR8314776	p__Cyanobacteriota	10041	282	0	2.81	0.00
ERR8314776	p__Planctomycetota	404	9	0	2.23	0.00
ERR8314776	p__Fusobacteriota	354	6	0	1.69	0.00
ERR8314776	p__Chrysiogenota	116	0	0	0.00	0.00
ERR8314776	p__Vulcanimicrobiota	60	16	0	26.67	0.00
ERR8314776	p__Chlamydiota	80	0	0	0.00	0.00
ERR8314776	p__Cloacimonadota	82	25	0	30.49	0.00
ERR8314776	p__Bdellovibrionota_B	24	0	0	0.00	0.00
ERR8314776	p__Synergistota	65	1	0	1.54	0.00
ERR8314776	p__Desulfobacterota	122	31	0	25.41	0.00
ERR8314776	p__Chloroflexota	159	24	0	15.09	0.00
ERR8314776	p__4484-113	3	0	0	0.00	0.00
ERR8314776	p__Armatimonadota	13	1	0	7.69	0.00
ERR8314776	p__Hydrogenedentota	19	5	0	26.32	0.00
ERR8314776	p__Acidobacteriota	146	10	0	6.85	0.00
ERR8314776	p__Gemmatimonadota	38	3	0	7.89	0.00
ERR8314776	p__Sumerlaeota	4	0	0	0.00	0.00
ERR8314776	p__Bacteroidota_A	58	5	0	8.62	0.00
ERR8314776	p__Myxococcota_A	13	0	0	0.00	0.00
ERR8314776	p__Sysuimicrobiota	2	0	0	0.00	0.00
ERR8314776	p__Zhuqueibacterota	9	0	0	0.00	0.00
ERR8314776	p__Edwardsbacteria	3	0	0	0.00	0.00
ERR8314776	p__WOR-3	4	0	0	0.00	0.00
ERR8314776	p__Methylomirabilota	4	0	0	0.00	0.00
ERR8314776	p__Calditrichota	7	0	0	0.00	0.00
ERR8314776	p__JAAXHH01	2	0	0	0.00	0.00
ERR8314776	p__Deinococcota	8	0	0	0.00	0.00
ERR8314776	p__Desulfobacterota_B	27	0	0	0.00	0.00
ERR8314776	p__Omnitrophota	11	0	0	0.00	0.00
ERR8314776	p__Nitrospirota_A	1	0	0	0.00	0.00
ERR8314776	p__Nitrospirota	16	0	0	0.00	0.00
ERR8314776	p__Desulfobacterota_G	1	0	0	0.00	0.00
ERR8314776	p__Muiribacteriota	8	5	0	62.50	0.00
ERR8314776	p__Bipolaricaulota	3	0	0	0.00	0.00
ERR8314776	p__Atribacterota	1	0	0	0.00	0.00
ERR8314776	p__UBA10199	1	0	0	0.00	0.00
ERR8314776	p__SAR324	7	0	0	0.00	0.00
ERR8314776	p__Desulfobacterota_E	3	0	0	0.00	0.00
ERR8314776	p__Poribacteria	1	0	0	0.00	0.00
ERR8314776	p__Latescibacterota	7	6	0	85.71	0.00
ERR8314776	p__Caldisericota	3	0	0	0.00	0.00
ERR8314776	p__Eisenbacteria	13	0	0	0.00	0.00
ERR8314776	p__PUNC01	3	0	0	0.00	0.00
ERR8314776	p__Aquificota	1	0	0	0.00	0.00
ERR8314776	p__CG2-30-53-67	1	0	0	0.00	0.00
ERR8314776	p__JAJVIF01	1	0	0	0.00	0.00
ERR8314776	p__JAWLBW01	1	0	0	0.00	0.00
ERR8314776	p__Zixibacteria	2	0	0	0.00	0.00
ERR8314776	p__Bdellovibrionota	3	0	0	0.00	0.00
ERR8314776	p__UBP6	1	0	0	0.00	0.00
ERR8314776	p__Babelota	1	0	0	0.00	0.00
ERR8314776	p__Joyebacterota	1	0	0	0.00	0.00
ERR8314776	p__SZUA-79	1	0	0	0.00	0.00
ERR8314776	p__Thermotogota	9	0	0	0.00	0.00
ERR8314776	p__Marinisomatota	2	0	0	0.00	0.00
ERR8314776	p__BMS3Abin14	2	0	0	0.00	0.00
ERR8314776	p__UBA3054	8	0	0	0.00	0.00
ERR8314776	p__UBA4055	1	0	0	0.00	0.00
ERR8314776	p__FCPU426	1	0	0	0.00	0.00
ERR8314776	p__Thermoplasmatota	6150	1613	0	26.23	0.00
ERR8314776	p__Methanobacteriota	334	83	0	24.85	0.00
ERR8314776	p__Halobacteriota	63	6	0	9.52	0.00
ERR8314776	p__Nanobdellota	2	0	0	0.00	0.00
ERR8314776	p__Thermoproteota	4	0	0	0.00	0.00
ERR8314777	p__Pseudomonadota	168959	104534	85680	61.87	50.71
ERR8314777	p__Bacteroidota	5015487	3059203	276229	61.00	5.51
ERR8314777	p__Verrucomicrobiota	69513	9742	0	14.01	0.00
ERR8314777	p__Bacillota	1354361	290455	17788	21.45	1.31
ERR8314777	p__Myxococcota	11173	94	0	0.84	0.00
ERR8314777	p__Spirochaetota	55439	7896	8	14.24	0.01
ERR8314777	p__Fibrobacterota	11389	681	0	5.98	0.00
ERR8314777	p__Campylobacterota	59105	31022	0	52.49	0.00
ERR8314777	p__Actinomycetota	9549	306	0	3.20	0.00
ERR8314777	p__Desulfobacterota_I	11497	114	0	0.99	0.00
ERR8314777	p__Elusimicrobiota	5345	3	0	0.06	0.00
ERR8314777	p__Patescibacteriota	3408	40	0	1.17	0.00
ERR8314777	p__Cyanobacteriota	8027	120	0	1.49	0.00
ERR8314777	p__Chrysiogenota	695	1	0	0.14	0.00
ERR8314777	p__Vulcanimicrobiota	259	21	0	8.11	0.00
ERR8314777	p__Planctomycetota	228	14	14	6.14	6.14
ERR8314777	p__Fusobacteriota	110	0	0	0.00	0.00
ERR8314777	p__Chlamydiota	48	0	0	0.00	0.00
ERR8314777	p__Cloacimonadota	56	0	0	0.00	0.00
ERR8314777	p__Synergistota	68	0	0	0.00	0.00
ERR8314777	p__Bdellovibrionota_B	8	0	0	0.00	0.00
ERR8314777	p__Chloroflexota	134	4	0	2.99	0.00
ERR8314777	p__Desulfobacterota	118	8	0	6.78	0.00
ERR8314777	p__Acidobacteriota	104	10	0	9.62	0.00
ERR8314777	p__Deinococcota	14	0	0	0.00	0.00
ERR8314777	p__Gemmatimonadota	39	0	0	0.00	0.00
ERR8314777	p__Edwardsbacteria	4	0	0	0.00	0.00
ERR8314777	p__Hydrogenedentota	11	0	0	0.00	0.00
ERR8314777	p__Myxococcota_A	11	0	0	0.00	0.00
ERR8314777	p__Omnitrophota	12	0	0	0.00	0.00
ERR8314777	p__4484-113	2	0	0	0.00	0.00
ERR8314777	p__WOR-3	4	0	0	0.00	0.00
ERR8314777	p__Bacteroidota_A	72	7	0	9.72	0.00
ERR8314777	p__Bipolaricaulota	9	0	0	0.00	0.00
ERR8314777	p__Armatimonadota	16	0	0	0.00	0.00
ERR8314777	p__Latescibacterota	1	0	0	0.00	0.00
ERR8314777	p__JAMCPX01	1	0	0	0.00	0.00
ERR8314777	p__Zixibacteria	5	0	0	0.00	0.00
ERR8314777	p__Muiribacteriota	6	0	0	0.00	0.00
ERR8314777	p__Thermotogota	19	0	0	0.00	0.00
ERR8314777	p__Marinisomatota	9	0	0	0.00	0.00
ERR8314777	p__Poribacteria	1	0	0	0.00	0.00
ERR8314777	p__Bdellovibrionota	5	0	0	0.00	0.00
ERR8314777	p__Zhuqueibacterota	1	0	0	0.00	0.00
ERR8314777	p__Orphanbacterota	2	0	0	0.00	0.00
ERR8314777	p__UBA1439	2	0	0	0.00	0.00
ERR8314777	p__Nitrospirota	14	0	0	0.00	0.00
ERR8314777	p__SAR324	5	0	0	0.00	0.00
ERR8314777	p__Desulfobacterota_B	3	0	0	0.00	0.00
ERR8314777	p__Calditrichota	7	0	0	0.00	0.00
ERR8314777	p__UBA4055	1	0	0	0.00	0.00
ERR8314777	p__Caldisericota	4	0	0	0.00	0.00
ERR8314777	p__PUNC01	3	0	0	0.00	0.00
ERR8314777	p__UBP6	2	0	0	0.00	0.00
ERR8314777	p__Electryoneota	2	0	0	0.00	0.00
ERR8314777	p__Krumholzibacteriota	2	0	0	0.00	0.00
ERR8314777	p__Margulisbacteria	3	0	0	0.00	0.00
ERR8314777	p__Babelota	6	0	0	0.00	0.00
ERR8314777	p__Methylomirabilota	2	0	0	0.00	0.00
ERR8314777	p__CLD3	1	0	0	0.00	0.00
ERR8314777	p__Sumerlaeota	1	0	0	0.00	0.00
ERR8314777	p__Nitrospinota	2	0	0	0.00	0.00
ERR8314777	p__Dictyoglomota	1	0	0	0.00	0.00
ERR8314777	p__BMS3Abin14	5	0	0	0.00	0.00
ERR8314777	p__UBA3054	8	0	0	0.00	0.00
ERR8314777	p__Eisenbacteria	9	0	0	0.00	0.00
ERR8314777	p__Desulfobacterota_G	1	0	0	0.00	0.00
ERR8314777	p__Thermosulfidibacterota	1	0	0	0.00	0.00
ERR8314777	p__Thermoplasmatota	4851	39	0	0.80	0.00
ERR8314777	p__Methanobacteriota	574	30	0	5.23	0.00
ERR8314777	p__Halobacteriota	39	5	0	12.82	0.00
ERR8314777	p__Altiarchaeota	3	0	0	0.00	0.00
ERR8314777	p__EX4484-52	1	0	0	0.00	0.00
ERR8314777	p__Thermoproteota	3	0	0	0.00	0.00
ERR8314777	p__Nanobdellota	5	0	0	0.00	0.00
ERR8314777	p__Methanobacteriota_B	1	0	0	0.00	0.00
ERR8314780	p__Bacteroidota	4686277	3126817	109156	66.72	2.33
ERR8314780	p__Pseudomonadota	30710	4611	163	15.01	0.53
ERR8314780	p__Verrucomicrobiota	37503	12815	0	34.17	0.00
ERR8314780	p__Bacillota	1053598	328497	32634	31.18	3.10
ERR8314780	p__Spirochaetota	91585	32178	4	35.13	0.00
ERR8314780	p__Fibrobacterota	11146	780	0	7.00	0.00
ERR8314780	p__Campylobacterota	42721	20236	0	47.37	0.00
ERR8314780	p__Actinomycetota	8880	1646	0	18.54	0.00
ERR8314780	p__Desulfobacterota_I	4249	92	0	2.17	0.00
ERR8314780	p__Myxococcota	2261	44	0	1.95	0.00
ERR8314780	p__Cyanobacteriota	17206	417	3	2.42	0.02
ERR8314780	p__Patescibacteriota	2780	1298	0	46.69	0.00
ERR8314780	p__Elusimicrobiota	3253	10	0	0.31	0.00
ERR8314780	p__Fusobacteriota	932	44	0	4.72	0.00
ERR8314780	p__Chrysiogenota	234	0	0	0.00	0.00
ERR8314780	p__Vulcanimicrobiota	103	25	0	24.27	0.00
ERR8314780	p__Planctomycetota	155	12	0	7.74	0.00
ERR8314780	p__Bdellovibrionota_B	66	1	0	1.52	0.00
ERR8314780	p__Chlamydiota	67	5	0	7.46	0.00
ERR8314780	p__Cloacimonadota	38	0	0	0.00	0.00
ERR8314780	p__Synergistota	48	0	0	0.00	0.00
ERR8314780	p__Desulfobacterota	56	0	0	0.00	0.00
ERR8314780	p__Methylomirabilota	4	0	0	0.00	0.00
ERR8314780	p__Armatimonadota	15	1	0	6.67	0.00
ERR8314780	p__Acidobacteriota	59	7	0	11.86	0.00
ERR8314780	p__WOR-3	4	0	0	0.00	0.00
ERR8314780	p__Gemmatimonadota	29	0	0	0.00	0.00
ERR8314780	p__Omnitrophota	11	0	0	0.00	0.00
ERR8314780	p__Chloroflexota	77	5	0	6.49	0.00
ERR8314780	p__Hydrogenedentota	5	0	0	0.00	0.00
ERR8314780	p__Desulfobacterota_B	50	0	0	0.00	0.00
ERR8314780	p__Bacteroidota_A	79	31	0	39.24	0.00
ERR8314780	p__RBG-13-61-14	2	0	0	0.00	0.00
ERR8314780	p__Muiribacteriota	8	1	0	12.50	0.00
ERR8314780	p__Poribacteria	3	0	0	0.00	0.00
ERR8314780	p__UBA1439	1	0	0	0.00	0.00
ERR8314780	p__Thermotogota	17	0	0	0.00	0.00
ERR8314780	p__Hinthialibacterota	1	0	0	0.00	0.00
ERR8314780	p__Deinococcota	4	0	0	0.00	0.00
ERR8314780	p__SAR324	3	0	0	0.00	0.00
ERR8314780	p__Marinisomatota	3	0	0	0.00	0.00
ERR8314780	p__Latescibacterota	5	0	0	0.00	0.00
ERR8314780	p__Aquificota	3	0	0	0.00	0.00
ERR8314780	p__Zixibacteria	1	0	0	0.00	0.00
ERR8314780	p__Bdellovibrionota	5	0	0	0.00	0.00
ERR8314780	p__SZUA-79	1	0	0	0.00	0.00
ERR8314780	p__Caldisericota	4	0	0	0.00	0.00
ERR8314780	p__Nitrospirota	15	5	0	33.33	0.00
ERR8314780	p__PUNC01	1	0	0	0.00	0.00
ERR8314780	p__Babelota	5	4	0	80.00	0.00
ERR8314780	p__UBA3054	6	4	0	66.67	0.00
ERR8314780	p__Bipolaricaulota	1	0	0	0.00	0.00
ERR8314780	p__Orphanbacterota	2	0	0	0.00	0.00
ERR8314780	p__Margulisbacteria	4	0	0	0.00	0.00
ERR8314780	p__Myxococcota_A	1	0	0	0.00	0.00
ERR8314780	p__Sumerlaeota	4	0	0	0.00	0.00
ERR8314780	p__Sysuimicrobiota	2	0	0	0.00	0.00
ERR8314780	p__Nitrospinota	1	0	0	0.00	0.00
ERR8314780	p__UBA4055	1	0	0	0.00	0.00
ERR8314780	p__Eisenbacteria	7	0	0	0.00	0.00
ERR8314780	p__Thermosulfidibacterota	1	0	0	0.00	0.00
ERR8314780	p__Zhuqueibacterota	1	0	0	0.00	0.00
ERR8314780	p__Edwardsbacteria	1	0	0	0.00	0.00
ERR8314780	p__Krumholzibacteriota	1	0	0	0.00	0.00
ERR8314780	p__Thermoplasmatota	1401	0	0	0.00	0.00
ERR8314780	p__Methanobacteriota	1000	210	0	21.00	0.00
ERR8314780	p__Halobacteriota	29	2	0	6.90	0.00
ERR8314780	p__Micrarchaeota	5	0	0	0.00	0.00
ERR8314780	p__Thermoproteota	2	0	0	0.00	0.00
ERR8314780	p__Asgardarchaeota	1	0	0	0.00	0.00
ERR8314780	p__Methanobacteriota_B	1	0	0	0.00	0.00
SRR10209666	p__Bacteroidota	1286471	721755	33870	56.10	2.63
SRR10209666	p__Bacillota	1208874	485136	121039	40.13	10.01
SRR10209666	p__Myxococcota	7884	62	0	0.79	0.00
SRR10209666	p__Spirochaetota	93837	41146	11	43.85	0.01
SRR10209666	p__Pseudomonadota	37280	17952	14421	48.15	38.68
SRR10209666	p__Verrucomicrobiota	22045	555	0	2.52	0.00
SRR10209666	p__Cyanobacteriota	36748	389	6	1.06	0.02
SRR10209666	p__Desulfobacterota_I	3995	34	0	0.85	0.00
SRR10209666	p__Campylobacterota	6306	73	0	1.16	0.00
SRR10209666	p__Vulcanimicrobiota	540	0	0	0.00	0.00
SRR10209666	p__Actinomycetota	3349	246	0	7.35	0.00
SRR10209666	p__Elusimicrobiota	1064	0	0	0.00	0.00
SRR10209666	p__Patescibacteriota	983	139	0	14.14	0.00
SRR10209666	p__Fibrobacterota	1033	114	0	11.04	0.00
SRR10209666	p__Planctomycetota	285	15	0	5.26	0.00
SRR10209666	p__Chlamydiota	180	0	0	0.00	0.00
SRR10209666	p__Bdellovibrionota_B	131	0	0	0.00	0.00
SRR10209666	p__Chrysiogenota	220	0	0	0.00	0.00
SRR10209666	p__Cloacimonadota	15	0	0	0.00	0.00
SRR10209666	p__Desulfobacterota	45	0	0	0.00	0.00
SRR10209666	p__Fusobacteriota	28	0	0	0.00	0.00
SRR10209666	p__Chloroflexota	165	0	0	0.00	0.00
SRR10209666	p__Synergistota	14	0	0	0.00	0.00
SRR10209666	p__Armatimonadota	5	0	0	0.00	0.00
SRR10209666	p__Acidobacteriota	34	0	0	0.00	0.00
SRR10209666	p__Gemmatimonadota	15	0	0	0.00	0.00
SRR10209666	p__Bacteroidota_A	15	0	0	0.00	0.00
SRR10209666	p__Latescibacterota	1	0	0	0.00	0.00
SRR10209666	p__Moduliflexota	1	0	0	0.00	0.00
SRR10209666	p__Nitrospirota	7	0	0	0.00	0.00
SRR10209666	p__AUK180	1	0	0	0.00	0.00
SRR10209666	p__Zhuqueibacterota	10	0	0	0.00	0.00
SRR10209666	p__Sumerlaeota	1	0	0	0.00	0.00
SRR10209666	p__Desulfobacterota_B	1	0	0	0.00	0.00
SRR10209666	p__WOR-3	2	0	0	0.00	0.00
SRR10209666	p__Muiribacteriota	4	0	0	0.00	0.00
SRR10209666	p__Hydrogenedentota	4	0	0	0.00	0.00
SRR10209666	p__Krumholzibacteriota	1	0	0	0.00	0.00
SRR10209666	p__Aquificota	1	0	0	0.00	0.00
SRR10209666	p__Caldisericota	2	0	0	0.00	0.00
SRR10209666	p__Thermotogota	21	18	0	85.71	0.00
SRR10209666	p__Marinisomatota	3	0	0	0.00	0.00
SRR10209666	p__Omnitrophota	2	0	0	0.00	0.00
SRR10209666	p__Bdellovibrionota	1	0	0	0.00	0.00
SRR10209666	p__PUNC01	1	0	0	0.00	0.00
SRR10209666	p__UBA3054	3	0	0	0.00	0.00
SRR10209666	p__Bdellovibrionota_G	1	0	0	0.00	0.00
