sample	phylum	read_count	contig_count	bin_count	contig_percent	bin_percent
SRR14369178	p__UBA3054	26	24	0	92.31	0.00
SRR14369178	p__Sumerlaeota	1	0	0	0.00	0.00
SRR14369178	p__Eisenbacteria	1	0	0	0.00	0.00
SRR14369178	p__Aquificota	24	24	0	100.00	0.00
SRR14369178	p__Methanobacteriota	18189	16612	0	91.33	0.00
SRR14369178	p__Thermoplasmatota	8876	6576	0	74.09	0.00
SRR14369178	p__Halobacteriota	582	567	0	97.42	0.00
SRR14369178	p__Asgardarchaeota	1	0	0	0.00	0.00
SRR14369178	p__Thermoproteota	5	0	0	0.00	0.00
SRR14369178	p__Aenigmatarchaeota	1	0	0	0.00	0.00
SRR14369178	p__Iainarchaeota	3	0	0	0.00	0.00
SRR14369178	p__Methanobacteriota_B	1	0	0	0.00	0.00
SRR14369178	p__Nanobdellota	1	0	0	0.00	0.00
SRR14369182	p__Bacteroidota	2731660	2613567	1282896	95.68	46.96
SRR14369182	p__Bacillota	1933691	1699596	362092	87.89	18.73
SRR14369182	p__Pseudomonadota	455557	369670	4093	81.15	0.90
SRR14369182	p__Fusobacteriota	90213	80295	59595	89.01	66.06
SRR14369182	p__Desulfobacterota_I	31766	24889	0	78.35	0.00
SRR14369182	p__Actinomycetota	128564	97351	80292	75.72	62.45
SRR14369182	p__Campylobacterota	31706	29870	28430	94.21	89.67
SRR14369182	p__Verrucomicrobiota	457	0	0	0.00	0.00
SRR14369182	p__Spirochaetota	779	273	248	35.04	31.84
SRR14369182	p__Myxococcota	68	1	0	1.47	0.00
SRR14369182	p__Chrysiogenota	32	0	0	0.00	0.00
SRR14369182	p__Cyanobacteriota	741	251	0	33.87	0.00
SRR14369182	p__Patescibacteriota	301	323	0	107.31	0.00
SRR14369182	p__Synergistota	5	0	0	0.00	0.00
SRR14369182	p__Thermotogota	12	4	0	33.33	0.00
SRR14369182	p__Bacteroidota_A	18	4	0	22.22	0.00
SRR14369182	p__Deinococcota	5	0	0	0.00	0.00
SRR14369182	p__Chloroflexota	14	0	0	0.00	0.00
SRR14369182	p__Acidobacteriota	16	0	0	0.00	0.00
SRR14369182	p__Hydrogenedentota	2	0	0	0.00	0.00
SRR14369182	p__Desulfobacterota	124	0	0	0.00	0.00
SRR14369182	p__Planctomycetota	49	0	0	0.00	0.00
SRR14369182	p__Chlamydiota	6	0	0	0.00	0.00
SRR14369182	p__Babelota	1	0	0	0.00	0.00
SRR14369182	p__Myxococcota_A	3	0	0	0.00	0.00
SRR14369182	p__Calditrichota	2	0	0	0.00	0.00
SRR14369182	p__Eisenbacteria	3	0	0	0.00	0.00
SRR14369182	p__Poribacteria	4	0	0	0.00	0.00
SRR14369182	p__Omnitrophota	3	0	0	0.00	0.00
SRR14369182	p__Elusimicrobiota	3	0	0	0.00	0.00
SRR14369182	p__Sysuimicrobiota	2	0	0	0.00	0.00
SRR14369182	p__Armatimonadota	1	0	0	0.00	0.00
SRR14369182	p__Desulfobacterota_G	1	0	0	0.00	0.00
SRR14369182	p__Nitrospirota	3	0	0	0.00	0.00
SRR14369182	p__Fibrobacterota	2	0	0	0.00	0.00
SRR14369182	p__WOR-3	1	0	0	0.00	0.00
SRR14369182	p__Gemmatimonadota	1	0	0	0.00	0.00
SRR14369182	p__Marinisomatota	2	0	0	0.00	0.00
SRR14369182	p__Methanobacteriota	52	0	0	0.00	0.00
SRR14369182	p__Thermoplasmatota	7	0	0	0.00	0.00
SRR14369182	p__Halobacteriota	44	39	0	88.64	0.00
SRR14369182	p__Nanobdellota	9	0	0	0.00	0.00
SRR14369182	p__Iainarchaeota	2	0	0	0.00	0.00
SRR14369182	p__Thermoproteota	1	0	0	0.00	0.00
SRR14369187	p__Bacteroidota	136730	91566	26	66.97	0.02
SRR14369187	p__Pseudomonadota	274774	222727	114541	81.06	41.69
SRR14369187	p__Bacillota	407337	238058	35758	58.44	8.78
SRR14369187	p__Actinomycetota	176948	157189	141743	88.83	80.10
SRR14369187	p__Campylobacterota	3645	1025	0	28.12	0.00
SRR14369187	p__Synergistota	1744	17	0	0.97	0.00
SRR14369187	p__Desulfobacterota_I	2448	14	0	0.57	0.00
SRR14369187	p__Spirochaetota	967	63	0	6.51	0.00
SRR14369187	p__Fusobacteriota	876	63	0	7.19	0.00
SRR14369187	p__Planctomycetota	223	1	0	0.45	0.00
SRR14369187	p__Myxococcota	171	0	0	0.00	0.00
SRR14369187	p__Verrucomicrobiota	581	26	75	4.48	12.91
SRR14369187	p__Fibrobacterota	47	2	0	4.26	0.00
SRR14369187	p__Patescibacteriota	111	57	0	51.35	0.00
SRR14369187	p__Vulcanimicrobiota	25	0	0	0.00	0.00
SRR14369187	p__Cyanobacteriota	65	7	0	10.77	0.00
SRR14369187	p__Chrysiogenota	16	0	0	0.00	0.00
SRR14369187	p__Elusimicrobiota	22	0	0	0.00	0.00
SRR14369187	p__Thermotogota	10	1	0	10.00	0.00
SRR14369187	p__Aquificota	11	0	0	0.00	0.00
SRR14369187	p__Acidobacteriota	30	0	0	0.00	0.00
SRR14369187	p__Chloroflexota	56	18	0	32.14	0.00
SRR14369187	p__Bdellovibrionota_B	3	0	0	0.00	0.00
SRR14369187	p__Chlamydiota	23	20	0	86.96	0.00
SRR14369187	p__Bdellovibrionota	44	44	0	100.00	0.00
SRR14369187	p__Babelota	1	0	0	0.00	0.00
SRR14369187	p__Desulfobacterota	419	415	0	99.05	0.00
SRR14369187	p__Methylomirabilota	2	0	0	0.00	0.00
SRR14369187	p__Omnitrophota	10	0	0	0.00	0.00
SRR14369187	p__UBP6	2	0	0	0.00	0.00
SRR14369187	p__Myxococcota_A	5	0	0	0.00	0.00
SRR14369187	p__Eisenbacteria	1	0	0	0.00	0.00
SRR14369187	p__Poribacteria	6	0	0	0.00	0.00
SRR14369187	p__Calescibacteriota	2	0	0	0.00	0.00
SRR14369187	p__Gemmatimonadota	3	0	0	0.00	0.00
SRR14369187	p__Deinococcota	3	0	0	0.00	0.00
SRR14369187	p__Bacteroidota_A	2	1	0	50.00	0.00
SRR14369187	p__SZUA-79	1	0	0	0.00	0.00
SRR14369187	p__Marinisomatota	1	0	0	0.00	0.00
SRR14369187	p__Hinthialibacterota	2	0	0	0.00	0.00
SRR14369187	p__Armatimonadota	1	0	0	0.00	0.00
SRR14369187	p__WOR-3	1	0	0	0.00	0.00
SRR14369187	p__Methanobacteriota	6423	9610	0	149.62	0.00
SRR14369187	p__Thermoplasmatota	492	0	0	0.00	0.00
SRR14369187	p__Nanobdellota	14	0	0	0.00	0.00
SRR14369187	p__Thermoproteota	11	4	0	36.36	0.00
SRR14369187	p__Halobacteriota	26	0	0	0.00	0.00
SRR14369187	p__Iainarchaeota	6	0	0	0.00	0.00
SRR14369192	p__Bacteroidota	2081674	1645457	199785	79.04	9.60
SRR14369192	p__Bacillota	1515972	998954	426636	65.90	28.14
SRR14369192	p__Pseudomonadota	363332	333199	292461	91.71	80.49
SRR14369192	p__Spirochaetota	26837	10646	0	39.67	0.00
SRR14369192	p__Actinomycetota	28466	16773	0	58.92	0.00
SRR14369192	p__Campylobacterota	21484	12510	0	58.23	0.00
SRR14369192	p__Cyanobacteriota	28534	18814	10144	65.94	35.55
SRR14369192	p__Elusimicrobiota	5227	2972	8	56.86	0.15
SRR14369192	p__Myxococcota	1815	22	0	1.21	0.00
SRR14369192	p__Desulfobacterota_I	4245	209	0	4.92	0.00
SRR14369192	p__Patescibacteriota	795	119	0	14.97	0.00
SRR14369192	p__Fibrobacterota	383	13	0	3.39	0.00
SRR14369192	p__Vulcanimicrobiota	124	12	0	9.68	0.00
SRR14369192	p__Fusobacteriota	174	5	0	2.87	0.00
SRR14369192	p__Chrysiogenota	142	0	0	0.00	0.00
SRR14369192	p__Verrucomicrobiota	897	33	0	3.68	0.00
SRR14369192	p__Planctomycetota	102	0	0	0.00	0.00
SRR14369192	p__Synergistota	23	0	0	0.00	0.00
SRR14369192	p__Cloacimonadota	13	0	0	0.00	0.00
SRR14369192	p__Acidobacteriota	15	0	0	0.00	0.00
SRR14369192	p__Nitrospirota	4	0	0	0.00	0.00
SRR14369192	p__Aquificota	6	3	0	50.00	0.00
SRR14369192	p__Armatimonadota	9	5	0	55.56	0.00
SRR14369192	p__Latescibacterota	3	0	0	0.00	0.00
SRR14369192	p__Hydrogenedentota	1	0	0	0.00	0.00
SRR14369192	p__Bdellovibrionota_B	2	0	0	0.00	0.00
SRR14369192	p__Chloroflexota	32	14	0	43.75	0.00
SRR14369192	p__Desulfobacterota	80	0	0	0.00	0.00
SRR14369192	p__Thermotogota	5	0	0	0.00	0.00
SRR14369192	p__Bacteroidota_A	8	0	0	0.00	0.00
SRR14369192	p__Caldisericota	1	0	0	0.00	0.00
SRR14369192	p__Gemmatimonadota	8	0	0	0.00	0.00
SRR14369192	p__Tectomicrobia	1	0	0	0.00	0.00
SRR14369192	p__Chlamydiota	1	0	0	0.00	0.00
SRR14369192	p__Methylomirabilota	1	0	0	0.00	0.00
SRR14369192	p__SZUA-79	1	0	0	0.00	0.00
SRR14369192	p__Bdellovibrionota	2	0	0	0.00	0.00
SRR14369192	p__Sumerlaeota	1	0	0	0.00	0.00
SRR14369192	p__Omnitrophota	3	0	0	0.00	0.00
SRR14369192	p__Muiribacteriota	1	0	0	0.00	0.00
SRR14369192	p__BMS3Abin14	3	0	0	0.00	0.00
SRR14369192	p__UBA3054	2	2	0	100.00	0.00
SRR14369192	p__WOR-3	2	0	0	0.00	0.00
SRR14369192	p__Methanobacteriota	6040	1795	0	29.72	0.00
SRR14369192	p__Thermoplasmatota	635	0	0	0.00	0.00
SRR14369192	p__Halobacteriota	7	1	0	14.29	0.00
SRR14369192	p__Nanobdellota	25	19	0	76.00	0.00
SRR14369192	p__Thermoproteota	1	0	0	0.00	0.00
SRR14369192	p__Iainarchaeota	2	0	0	0.00	0.00
SRR14369193	p__Bacillota	1605499	1077247	275450	67.10	17.16
SRR14369193	p__Bacteroidota	1442100	1178492	66397	81.72	4.60
SRR14369193	p__Spirochaetota	53720	31406	37	58.46	0.07
SRR14369193	p__Campylobacterota	19628	13277	0	67.64	0.00
SRR14369193	p__Myxococcota	3479	266	0	7.65	0.00
SRR14369193	p__Actinomycetota	18952	6458	0	34.08	0.00
SRR14369193	p__Pseudomonadota	60231	42522	0	70.60	0.00
SRR14369193	p__Fibrobacterota	3173	764	0	24.08	0.00
SRR14369193	p__Verrucomicrobiota	7152	388	0	5.43	0.00
SRR14369193	p__Desulfobacterota_I	4737	609	0	12.86	0.00
SRR14369193	p__Cyanobacteriota	7446	1237	0	16.61	0.00
SRR14369193	p__Chrysiogenota	1344	20	0	1.49	0.00
SRR14369193	p__Patescibacteriota	2090	80	0	3.83	0.00
SRR14369193	p__Planctomycetota	538	6	0	1.12	0.00
SRR14369193	p__Elusimicrobiota	208	54	0	25.96	0.00
SRR14369193	p__Fusobacteriota	106	26	0	24.53	0.00
SRR14369193	p__Cloacimonadota	59	23	0	38.98	0.00
SRR14369193	p__Vulcanimicrobiota	24	0	0	0.00	0.00
SRR14369193	p__Synergistota	42	0	0	0.00	0.00
SRR14369193	p__Desulfobacterota	227	264	0	116.30	0.00
SRR14369193	p__Thermotogota	12	5	0	41.67	0.00
SRR14369193	p__Bacteroidota_A	38	0	0	0.00	0.00
SRR14369193	p__Chloroflexota	28	0	0	0.00	0.00
SRR14369193	p__Acidobacteriota	8	0	0	0.00	0.00
SRR14369193	p__Nitrospirota	5	0	0	0.00	0.00
SRR14369193	p__Bdellovibrionota_B	1	0	0	0.00	0.00
SRR14369193	p__WOR-3	1	0	0	0.00	0.00
SRR14369193	p__Gemmatimonadota	3	0	0	0.00	0.00
SRR14369193	p__Muiribacteriota	1	0	0	0.00	0.00
SRR14369193	p__Omnitrophota	6	0	0	0.00	0.00
SRR14369193	p__Krumholzibacteriota	8	7	0	87.50	0.00
SRR14369193	p__Deinococcota	4	0	0	0.00	0.00
SRR14369193	p__Caldisericota	2	0	0	0.00	0.00
SRR14369193	p__Poribacteria	1	0	0	0.00	0.00
SRR14369193	p__Calescibacteriota	2	0	0	0.00	0.00
SRR14369193	p__PUNC01	1	0	0	0.00	0.00
SRR14369193	p__Desulfobacterota_B	2	2	0	100.00	0.00
SRR14369193	p__Bdellovibrionota	14	10	0	71.43	0.00
SRR14369193	p__Sumerlaeota	1	0	0	0.00	0.00
SRR14369193	p__UBA3054	7	7	0	100.00	0.00
SRR14369193	p__Margulisbacteria	2	0	0	0.00	0.00
SRR14369193	p__Aquificota	3	0	0	0.00	0.00
SRR14369193	p__Myxococcota_A	1	0	0	0.00	0.00
SRR14369193	p__Thermoplasmatota	11240	10507	0	93.48	0.00
SRR14369193	p__Methanobacteriota	4658	2097	20	45.02	0.43
SRR14369193	p__Halobacteriota	44	0	0	0.00	0.00
SRR14369193	p__Nanobdellota	3	0	0	0.00	0.00
SRR14369193	p__Thermoproteota	11	3	0	27.27	0.00
SRR14369193	p__Asgardarchaeota	2	0	0	0.00	0.00
SRR14369193	p__Iainarchaeota	3	0	0	0.00	0.00
SRR14369194	p__Pseudomonadota	144111	91122	46228	63.23	32.08
SRR14369194	p__Bacillota	2966174	2032054	538298	68.51	18.15
SRR14369194	p__Bacteroidota	1866509	1514273	503609	81.13	26.98
SRR14369194	p__Myxococcota	53618	53130	49265	99.09	91.88
SRR14369194	p__Actinomycetota	50874	28641	0	56.30	0.00
SRR14369194	p__Fibrobacterota	8202	469	0	5.72	0.00
SRR14369194	p__Spirochaetota	34906	13126	1455	37.60	4.17
SRR14369194	p__Campylobacterota	97366	89492	83609	91.91	85.87
SRR14369194	p__Cyanobacteriota	99451	89296	87195	89.79	87.68
SRR14369194	p__Desulfobacterota_I	11784	341	0	2.89	0.00
SRR14369194	p__Chrysiogenota	4057	34	0	0.84	0.00
SRR14369194	p__Verrucomicrobiota	2940	287	20	9.76	0.68
SRR14369194	p__Patescibacteriota	5539	37	0	0.67	0.00
SRR14369194	p__Planctomycetota	494	0	0	0.00	0.00
SRR14369194	p__Elusimicrobiota	121	17	0	14.05	0.00
SRR14369194	p__Vulcanimicrobiota	70	6	0	8.57	0.00
SRR14369194	p__Fusobacteriota	147	22	0	14.97	0.00
SRR14369194	p__Synergistota	56	0	0	0.00	0.00
SRR14369194	p__Cloacimonadota	10	0	0	0.00	0.00
SRR14369194	p__Chlamydiota	25	0	0	0.00	0.00
SRR14369194	p__Desulfobacterota	253	0	0	0.00	0.00
SRR14369194	p__Acidobacteriota	40	0	0	0.00	0.00
SRR14369194	p__Chloroflexota	43	12	12	27.91	27.91
SRR14369194	p__Aquificota	3	0	0	0.00	0.00
SRR14369194	p__Nitrospirota	8	0	0	0.00	0.00
SRR14369194	p__UBA9089	1	0	0	0.00	0.00
SRR14369194	p__Hydrogenedentota	4	0	0	0.00	0.00
SRR14369194	p__SZUA-182	1	0	0	0.00	0.00
SRR14369194	p__Desulfobacterota_B	3	0	0	0.00	0.00
SRR14369194	p__Omnitrophota	7	0	0	0.00	0.00
SRR14369194	p__Methylomirabilota	1	0	0	0.00	0.00
SRR14369194	p__Gemmatimonadota	11	0	0	0.00	0.00
SRR14369194	p__UBP6	2	0	0	0.00	0.00
SRR14369194	p__Krumholzibacteriota	2	0	0	0.00	0.00
SRR14369194	p__Caldisericota	3	0	0	0.00	0.00
SRR14369194	p__Bacteroidota_A	28	0	0	0.00	0.00
SRR14369194	p__Calescibacteriota	3	0	0	0.00	0.00
SRR14369194	p__Marinisomatota	3	0	0	0.00	0.00
SRR14369194	p__Deinococcota	1	0	0	0.00	0.00
SRR14369194	p__Bdellovibrionota	7	0	0	0.00	0.00
SRR14369194	p__RUG730	1	0	0	0.00	0.00
SRR14369194	p__Thermotogota	5	0	0	0.00	0.00
SRR14369194	p__Sumerlaeota	1	0	0	0.00	0.00
SRR14369194	p__Muiribacteriota	1	0	0	0.00	0.00
SRR14369194	p__Margulisbacteria	3	0	0	0.00	0.00
SRR14369194	p__Eisenbacteria	5	0	0	0.00	0.00
SRR14369194	p__Methanobacteriota	16751	14723	64	87.89	0.38
SRR14369194	p__Thermoplasmatota	3848	31	0	0.81	0.00
SRR14369194	p__Asgardarchaeota	2	0	0	0.00	0.00
SRR14369194	p__Halobacteriota	11	0	0	0.00	0.00
SRR14369194	p__Nanobdellota	18	12	0	66.67	0.00
SRR14369194	p__Thermoproteota	10	0	0	0.00	0.00
SRR14369194	p__Methanobacteriota_B	10	9	0	90.00	0.00
SRR14369194	p__Iainarchaeota	3	0	0	0.00	0.00
SRR14369195	p__Pseudomonadota	227810	196925	119913	86.44	52.64
SRR14369195	p__Bacteroidota	1472970	1230444	132836	83.53	9.02
SRR14369195	p__Verrucomicrobiota	26172	14634	0	55.91	0.00
SRR14369195	p__Bacillota	1513370	1234648	426577	81.58	28.19
SRR14369195	p__Actinomycetota	459981	442790	401187	96.26	87.22
SRR14369195	p__Spirochaetota	18554	11144	371	60.06	2.00
SRR14369195	p__Desulfobacterota_I	5549	509	0	9.17	0.00
SRR14369195	p__Planctomycetota	2845	464	30	16.31	1.05
SRR14369195	p__Campylobacterota	2151	320	0	14.88	0.00
SRR14369195	p__Chrysiogenota	288	0	0	0.00	0.00
SRR14369195	p__Synergistota	243	0	0	0.00	0.00
SRR14369195	p__Cyanobacteriota	354	90	0	25.42	0.00
SRR14369195	p__Myxococcota	150	0	0	0.00	0.00
SRR14369195	p__Fusobacteriota	80	15	0	18.75	0.00
SRR14369195	p__Patescibacteriota	60	1	1	1.67	1.67
SRR14369195	p__Elusimicrobiota	5	2	0	40.00	0.00
SRR14369195	p__Armatimonadota	4	0	0	0.00	0.00
SRR14369195	p__JACPWU01	2	0	0	0.00	0.00
SRR14369195	p__Acidobacteriota	10	0	0	0.00	0.00
SRR14369195	p__Chlamydiota	3	0	0	0.00	0.00
SRR14369195	p__Latescibacterota	1	0	0	0.00	0.00
SRR14369195	p__Moduliflexota	1	0	0	0.00	0.00
SRR14369195	p__Vulcanimicrobiota	4	0	0	0.00	0.00
SRR14369195	p__Chloroflexota	31	0	0	0.00	0.00
SRR14369195	p__Desulfobacterota_B	4	0	0	0.00	0.00
SRR14369195	p__Desulfobacterota	30	0	0	0.00	0.00
SRR14369195	p__Bdellovibrionota	3	0	0	0.00	0.00
SRR14369195	p__UBP6	1	0	0	0.00	0.00
SRR14369195	p__Deinococcota	5	0	0	0.00	0.00
SRR14369195	p__Nitrospirota	4	0	0	0.00	0.00
SRR14369195	p__Fibrobacterota	2	20	0	1000.00	0.00
SRR14369195	p__Bacteroidota_A	1	0	0	0.00	0.00
SRR14369195	p__Babelota	9	0	0	0.00	0.00
SRR14369195	p__Marinisomatota	3	9	0	300.00	0.00
SRR14369195	p__Gemmatimonadota	6	0	0	0.00	0.00
SRR14369195	p__Cloacimonadota	1	0	0	0.00	0.00
SRR14369195	p__Caldisericota	2	0	0	0.00	0.00
SRR14369195	p__Desulfobacterota_G	2	0	0	0.00	0.00
SRR14369195	p__Eisenbacteria	1	0	0	0.00	0.00
SRR14369195	p__Methanobacteriota	9579	8743	0	91.27	0.00
SRR14369195	p__Thermoplasmatota	1780	21	0	1.18	0.00
SRR14369195	p__Halobacteriota	8	3	0	37.50	0.00
SRR14369195	p__Thermoproteota	1	0	0	0.00	0.00
SRR14369195	p__Nanobdellota	5	0	0	0.00	0.00
SRR14369195	p__Methanobacteriota_B	3	3	0	100.00	0.00
SRR14369225	p__Bacillota	2537212	2193943	652959	86.47	25.74
SRR14369225	p__Bacteroidota	3425783	3345534	1852711	97.66	54.08
SRR14369225	p__Desulfobacterota_I	47792	42996	17646	89.96	36.92
SRR14369225	p__Pseudomonadota	111070	85666	72590	77.13	65.36
SRR14369225	p__Verrucomicrobiota	402866	402881	0	100.00	0.00
SRR14369225	p__Fusobacteriota	53754	51992	51880	96.72	96.51
SRR14369225	p__Actinomycetota	128070	99981	82318	78.07	64.28
SRR14369225	p__Campylobacterota	46366	40731	34993	87.85	75.47
SRR14369225	p__Spirochaetota	36073	23225	21	64.38	0.06
SRR14369225	p__Planctomycetota	623	5	0	0.80	0.00
SRR14369225	p__Synergistota	198	0	0	0.00	0.00
SRR14369225	p__Cyanobacteriota	7098	23936	0	337.22	0.00
SRR14369225	p__Myxococcota	75	15	0	20.00	0.00
SRR14369225	p__Fibrobacterota	34	0	0	0.00	0.00
SRR14369225	p__Desulfobacterota	184	0	0	0.00	0.00
SRR14369225	p__Cloacimonadota	8	6	0	75.00	0.00
SRR14369225	p__Hydrogenedentota	102	99	0	97.06	0.00
SRR14369225	p__Patescibacteriota	48	20	0	41.67	0.00
SRR14369225	p__Acidobacteriota	11	0	0	0.00	0.00
SRR14369225	p__Thermotogota	4	0	0	0.00	0.00
SRR14369225	p__Elusimicrobiota	4	0	0	0.00	0.00
SRR14369225	p__Chlamydiota	6	0	0	0.00	0.00
SRR14369225	p__Bdellovibrionota	13	0	0	0.00	0.00
SRR14369225	p__Chloroflexota	10	9	0	90.00	0.00
SRR14369225	p__UBP4	1	0	0	0.00	0.00
SRR14369225	p__Muiribacteriota	1	0	0	0.00	0.00
SRR14369225	p__UBP6	1	0	0	0.00	0.00
SRR14369225	p__Caldisericota	1	0	0	0.00	0.00
SRR14369225	p__Bdellovibrionota_B	4	0	0	0.00	0.00
SRR14369225	p__Poribacteria	3	0	0	0.00	0.00
SRR14369225	p__Sysuimicrobiota	2	0	0	0.00	0.00
SRR14369225	p__Deinococcota	2	0	0	0.00	0.00
SRR14369225	p__Armatimonadota	3	0	0	0.00	0.00
SRR14369225	p__Myxococcota_A	1	0	0	0.00	0.00
SRR14369225	p__Chrysiogenota	3	0	0	0.00	0.00
SRR14369225	p__Nitrospirota	5	0	0	0.00	0.00
SRR14369225	p__Gemmatimonadota	1	0	0	0.00	0.00
SRR14369225	p__Eisenbacteria	2	0	0	0.00	0.00
SRR14369225	p__Thermoplasmatota	413	0	0	0.00	0.00
SRR14369225	p__Methanobacteriota	254	27	0	10.63	0.00
SRR14369225	p__Thermoproteota	12	5	0	41.67	0.00
SRR14369225	p__Halobacteriota	4	0	0	0.00	0.00
SRR14369225	p__Asgardarchaeota	3	0	0	0.00	0.00
SRR14369225	p__Methanobacteriota_B	26	26	0	100.00	0.00
SRR14369225	p__Iainarchaeota	2	0	0	0.00	0.00
SRR14369225	p__Nanobdellota	1	0	0	0.00	0.00
SRR14369228	p__Bacteroidota	903253	521204	45745	57.70	5.06
SRR14369228	p__Myxococcota	28774	24004	0	83.42	0.00
SRR14369228	p__Spirochaetota	147949	85092	70121	57.51	47.40
SRR14369228	p__Bacillota	1458750	576025	262501	39.49	17.99
SRR14369228	p__Verrucomicrobiota	40047	5030	0	12.56	0.00
SRR14369228	p__Actinomycetota	25295	4059	16	16.05	0.06
SRR14369228	p__Fibrobacterota	5598	216	0	3.86	0.00
SRR14369228	p__Planctomycetota	3559	0	0	0.00	0.00
SRR14369228	p__Campylobacterota	20725	2600	34	12.55	0.16
SRR14369228	p__Desulfobacterota_I	3721	487	0	13.09	0.00
SRR14369228	p__Vulcanimicrobiota	1329	13	0	0.98	0.00
SRR14369228	p__Pseudomonadota	99285	60081	10	60.51	0.01
SRR14369228	p__Cyanobacteriota	3776	463	14	12.26	0.37
SRR14369228	p__Patescibacteriota	1269	16	0	1.26	0.00
SRR14369228	p__Elusimicrobiota	673	64	0	9.51	0.00
SRR14369228	p__Fusobacteriota	298	0	0	0.00	0.00
SRR14369228	p__Chrysiogenota	138	0	0	0.00	0.00
SRR14369228	p__Synergistota	33	0	0	0.00	0.00
SRR14369228	p__Cloacimonadota	15	0	0	0.00	0.00
SRR14369228	p__Desulfobacterota	383	22	22	5.74	5.74
SRR14369228	p__Bdellovibrionota_B	7	0	0	0.00	0.00
SRR14369228	p__Aquificota	15	7	0	46.67	0.00
SRR14369228	p__Acidobacteriota	44	12	0	27.27	0.00
SRR14369228	p__Chlamydiota	4	0	0	0.00	0.00
SRR14369228	p__Bacteroidota_A	11	0	0	0.00	0.00
SRR14369228	p__Babelota	3	0	0	0.00	0.00
SRR14369228	p__Thermotogota	4	0	0	0.00	0.00
SRR14369228	p__Hydrogenedentota	2	0	0	0.00	0.00
SRR14369228	p__Gemmatimonadota	12	0	0	0.00	0.00
SRR14369228	p__Chloroflexota	33	0	0	0.00	0.00
SRR14369228	p__Omnitrophota	5	0	0	0.00	0.00
SRR14369228	p__WOR-3	4	0	0	0.00	0.00
SRR14369228	p__Bipolaricaulota	1	0	0	0.00	0.00
SRR14369228	p__Methylomirabilota	2	0	0	0.00	0.00
SRR14369228	p__SAR324	2	0	0	0.00	0.00
SRR14369228	p__Deinococcota	4	0	0	0.00	0.00
SRR14369228	p__Myxococcota_A	2	0	0	0.00	0.00
SRR14369228	p__Poribacteria	7	0	0	0.00	0.00
SRR14369228	p__Calescibacteriota	2	0	0	0.00	0.00
SRR14369228	p__Caldisericota	4	4	0	100.00	0.00
SRR14369228	p__Krumholzibacteriota	1	0	0	0.00	0.00
SRR14369228	p__Nitrospirota	3	0	0	0.00	0.00
SRR14369228	p__Nitrospinota	5	0	0	0.00	0.00
SRR14369228	p__Eisenbacteria	1	0	0	0.00	0.00
SRR14369228	p__Methanobacteriota	9646	293	0	3.04	0.00
SRR14369228	p__Thermoplasmatota	4347	0	0	0.00	0.00
SRR14369228	p__Halobacteriota	119	75	0	63.03	0.00
SRR14369228	p__Thermoproteota	17	0	0	0.00	0.00
SRR14369228	p__Nanobdellota	5	0	0	0.00	0.00
SRR14369228	p__Iainarchaeota	7	0	0	0.00	0.00
SRR14369228	p__Asgardarchaeota	1	0	0	0.00	0.00
SRR14369228	p__Aenigmatarchaeota	1	0	0	0.00	0.00
SRR14369235	p__Bacteroidota	885234	556096	53	62.82	0.01
SRR14369235	p__Bacillota	849644	366696	50034	43.16	5.89
SRR14369235	p__Pseudomonadota	195714	161940	84067	82.74	42.95
SRR14369235	p__Spirochaetota	45492	16213	0	35.64	0.00
SRR14369235	p__Cyanobacteriota	12263	3283	13	26.77	0.11
SRR14369235	p__Verrucomicrobiota	12700	1214	0	9.56	0.00
SRR14369235	p__Actinomycetota	10631	1198	0	11.27	0.00
SRR14369235	p__Fibrobacterota	4025	100	0	2.48	0.00
SRR14369235	p__Myxococcota	1289	11	0	0.85	0.00
SRR14369235	p__Desulfobacterota_I	1747	107	0	6.12	0.00
SRR14369235	p__Campylobacterota	2378	264	15	11.10	0.63
SRR14369235	p__Chrysiogenota	671	2	0	0.30	0.00
SRR14369235	p__Planctomycetota	597	21	0	3.52	0.00
SRR14369235	p__Patescibacteriota	779	80	0	10.27	0.00
SRR14369235	p__Chlamydiota	432	16	0	3.70	0.00
SRR14369235	p__Vulcanimicrobiota	360	0	0	0.00	0.00
SRR14369235	p__Elusimicrobiota	400	0	0	0.00	0.00
SRR14369235	p__Fusobacteriota	75	25	0	33.33	0.00
SRR14369235	p__Cloacimonadota	7	0	0	0.00	0.00
SRR14369235	p__Bdellovibrionota	28	0	0	0.00	0.00
SRR14369235	p__Aquificota	6	0	0	0.00	0.00
SRR14369235	p__Marinisomatota	15	0	0	0.00	0.00
SRR14369235	p__Krumholzibacteriota	2	0	0	0.00	0.00
SRR14369235	p__Desulfobacterota	295	281	0	95.25	0.00
SRR14369235	p__Chloroflexota	21	0	0	0.00	0.00
SRR14369235	p__Gemmatimonadota	13	0	0	0.00	0.00
SRR14369235	p__WOR-3	2	0	0	0.00	0.00
SRR14369235	p__Synergistota	4	0	0	0.00	0.00
SRR14369235	p__Acidobacteriota	20	0	0	0.00	0.00
SRR14369235	p__Methylomirabilota	3	0	0	0.00	0.00
SRR14369235	p__Nitrospirota_B	2	0	0	0.00	0.00
SRR14369235	p__Omnitrophota	3	0	0	0.00	0.00
SRR14369235	p__Deinococcota	1	0	0	0.00	0.00
