sample	taxon	contig_p	bin_p
ERR3211887	d__Bacteria	49.40253931391376	8.151492761332872
ERR3211887	d__Archaea	12.871287128712872	0.0
ERR3211888	d__Bacteria	35.666716660929914	8.837654959736636
ERR3211888	d__Archaea	8.720930232558139	0.0
ERR3211890	d__Bacteria	50.8151213437811	5.13896214770064
ERR3211890	d__Archaea	14.34700992223116	0.0
ERR3211891	d__Bacteria	48.691367241440005	5.541655403004426
ERR3211891	d__Archaea	12.441811256876852	0.0
ERR3211894	d__Bacteria	35.771801335438724	4.16976668016546
ERR3211894	d__Archaea	12.174146734748724	0.0
ERR3211897	d__Bacteria	47.53374702058998	7.9498393942102705
ERR3211897	d__Archaea	52.26666666666666	0.0
ERR3211899	d__Bacteria	44.10188854771999	8.158950151294423
ERR3211899	d__Archaea	36.44488579940417	0.0
ERR3211900	d__Bacteria	44.06682641453533	7.092168629295714
ERR3211900	d__Archaea	33.99675659737579	0.0
ERR3211902	d__Bacteria	45.78177143368058	4.426892657005531
ERR3211902	d__Archaea	38.03603855287051	0.0
ERR3211904	d__Bacteria	39.83132894297775	4.751504976185239
ERR3211904	d__Archaea	29.701204102869035	0.0
ERR3211905	d__Bacteria	48.75528845552789	9.355004058514847
ERR3211905	d__Archaea	56.71899101714908	0.0
ERR3211907	d__Bacteria	45.777842508149604	10.049818588373379
ERR3211907	d__Archaea	47.543988269794724	0.0
ERR3211911	d__Bacteria	47.31713950700961	8.584618300263083
ERR3211911	d__Archaea	15.933781686497673	0.0
ERR3211912	d__Bacteria	49.86390582040631	8.960037950079357
ERR3211912	d__Archaea	34.18010343778521	0.0
ERR3211914	d__Bacteria	49.84629177592523	3.4717093639808643
ERR3211914	d__Archaea	21.377893950709485	0.0
ERR3211915	d__Bacteria	48.42507302317583	2.278283852380389
ERR3211915	d__Archaea	11.817462410973357	0.0
ERR3211917	d__Bacteria	49.72133671121309	9.051943450189343
ERR3211917	d__Archaea	14.811827956989248	0.0
ERR3211923	d__Bacteria	42.38322294998943	6.6393819228891635
ERR3211923	d__Archaea	31.180753402975625	0.0
ERR3211924	d__Bacteria	39.9131259696447	6.232107347098102
ERR3211924	d__Archaea	27.10475858462611	0.0
ERR3211925	d__Bacteria	46.46320295712101	5.973952716889005
ERR3211925	d__Archaea	39.58762886597938	0.0
ERR3211926	d__Bacteria	42.160774177345004	5.579900480852244
ERR3211926	d__Archaea	30.94886195684304	0.0
ERR3211927	d__Bacteria	42.76318720743954	5.558906439838031
ERR3211927	d__Archaea	27.41206840916425	0.0
ERR3211929	d__Bacteria	47.10131570907758	9.397951078433369
ERR3211929	d__Archaea	44.57196029776675	0.0
ERR3211931	d__Bacteria	41.130584781945714	8.844023657038296
ERR3211931	d__Archaea	35.1691185716082	0.0
ERR3211932	d__Bacteria	42.103258431752856	6.204877999884728
ERR3211932	d__Archaea	35.90276081114097	0.0
ERR3211933	d__Bacteria	46.412956539847855	9.676352933692126
ERR3211933	d__Archaea	42.848034006376196	0.0
ERR3211936	d__Bacteria	55.69276261142897	4.336929658013059
ERR3211936	d__Archaea	33.68421052631579	0.0
ERR3211937	d__Bacteria	58.917563598433254	12.031596074310709
ERR3211937	d__Archaea	32.13213213213213	0.0
ERR3211938	d__Bacteria	48.281844111830694	7.024535512996452
ERR3211938	d__Archaea	19.693396226415093	0.0
ERR3211939	d__Bacteria	45.83190551655548	3.514323241274755
ERR3211939	d__Archaea	12.77445109780439	0.0
ERR3211942	d__Bacteria	52.06351077987441	7.021346438487819
ERR3211942	d__Archaea	11.850946854001222	0.0
ERR3211947	d__Bacteria	45.30818465538804	6.501839320453631
ERR3211947	d__Archaea	11.979166666666668	0.0
ERR3211948	d__Bacteria	51.82729125980098	6.24530176370374
ERR3211948	d__Archaea	22.10031347962382	0.0
ERR3211963	d__Bacteria	43.13089740583384	1.7374247658578708
ERR3211963	d__Archaea	7.165605095541401	0.0
ERR3211964	d__Bacteria	55.32755684207763	8.671165922237563
ERR3211964	d__Archaea	11.858974358974358	0.0
ERR3211967	d__Bacteria	45.49922548624448	5.616904157874355
ERR3211967	d__Archaea	6.808510638297872	0.0
ERR3211973	d__Bacteria	48.9461555040041	7.13101442290559
ERR3211973	d__Archaea	9.205260148656375	0.0
ERR3211974	d__Bacteria	49.840185400797566	6.356814050360238
ERR3211974	d__Archaea	7.802874743326489	0.0
ERR3211977	d__Bacteria	50.11590769307146	4.732840007391615
ERR3211977	d__Archaea	5.667181865018032	0.0
ERR3211978	d__Bacteria	45.39040740159192	3.740316210307635
ERR3211978	d__Archaea	6.392045454545454	0.0
ERR3211979	d__Bacteria	55.73909362574897	6.492876904237574
ERR3211979	d__Archaea	8.416639793614964	0.0
ERR3211981	d__Bacteria	45.4747595985054	6.283253862667575
ERR3211981	d__Archaea	8.352971982194292	0.0
ERR3211984	d__Bacteria	98.59345248512098	22.46293894779668
ERR3211984	d__Archaea	0.0	0.0
ERR3211988	d__Bacteria	27.076497187687853	3.3168627691223826
ERR3211988	d__Archaea	1.67346063076593	0.0
ERR3211991	d__Bacteria	57.17442684337713	10.81612779561464
ERR3211991	d__Archaea	15.62137049941928	0.0
ERR3211992	d__Bacteria	55.19386765333329	8.469769855551219
