query,p_genome,avg_abund,p_metag,metagenome name
felCat9.fa.gz,0.00%,3,0.00%,SRR6038487
felCat9.fa.gz,0.00%,37.2,0.10%,ERR9465694
felCat9.fa.gz,0.00%,11.2,0.10%,SRR12180967
felCat9.fa.gz,0.00%,2.3,0.00%,SRR10810010
felCat9.fa.gz,0.00%,11.5,0.00%,SRR5924454
felCat9.fa.gz,0.00%,1.7,0.00%,DRR163688
felCat9.fa.gz,0.00%,1.5,0.70%,SRR3183802
felCat9.fa.gz,0.00%,2.9,0.00%,SRR15431160
felCat9.fa.gz,0.00%,1.9,0.00%,SRR13713018
felCat9.fa.gz,0.00%,31.6,0.30%,SRR1917156
felCat9.fa.gz,0.00%,3.8,0.00%,SRR9182861
felCat9.fa.gz,0.00%,27.4,0.10%,ERR4398824
felCat9.fa.gz,0.00%,8.1,0.10%,ERR2144887
felCat9.fa.gz,0.00%,4,0.00%,ERR2808648
felCat9.fa.gz,0.00%,1.5,0.00%,SRR7664986
felCat9.fa.gz,0.00%,3.5,0.00%,SRR1763381
felCat9.fa.gz,0.00%,3.6,0.10%,SRR6323225
felCat9.fa.gz,0.00%,42.9,0.50%,SRR6514664
felCat9.fa.gz,0.00%,1,0.00%,SRR3211783
felCat9.fa.gz,0.00%,19.6,0.00%,ERR3804376
felCat9.fa.gz,0.00%,1.7,0.00%,SRR1632440
felCat9.fa.gz,0.00%,32.3,0.10%,ERR2241878
felCat9.fa.gz,0.00%,3.6,0.00%,SRR1873841
felCat9.fa.gz,0.00%,2.2,0.20%,SRR7664981
felCat9.fa.gz,0.00%,4.6,0.00%,DRR121401
felCat9.fa.gz,0.00%,5.2,0.10%,ERR2144874
felCat9.fa.gz,0.00%,1.2,0.00%,ERR5083231
felCat9.fa.gz,0.00%,3.9,0.00%,SRR7287244
felCat9.fa.gz,0.00%,2,0.00%,ERR2683641
felCat9.fa.gz,0.00%,1.7,0.00%,ERR575692
felCat9.fa.gz,0.00%,10.4,0.10%,SRR12181024
felCat9.fa.gz,0.10%,32.8,0.50%,SRR5788188
felCat9.fa.gz,0.00%,12.7,0.00%,ERR2607486
felCat9.fa.gz,0.00%,9.4,0.00%,ERR2592256
felCat9.fa.gz,0.00%,1.3,0.00%,SRR4408187
felCat9.fa.gz,0.00%,1.2,0.00%,ERR5916852
felCat9.fa.gz,0.00%,2.2,0.10%,SRR14679321
felCat9.fa.gz,0.00%,13.5,0.00%,ERR2784785
felCat9.fa.gz,0.00%,1.5,0.00%,ERR1513006
felCat9.fa.gz,0.00%,4.4,0.10%,SRR6490006
felCat9.fa.gz,0.00%,1,0.00%,SRR3988595
felCat9.fa.gz,0.00%,3.3,0.10%,SRR14920981
felCat9.fa.gz,0.00%,184.3,0.80%,ERR2245474
felCat9.fa.gz,0.00%,28.6,0.10%,ERR3494954
felCat9.fa.gz,0.00%,4.5,0.60%,ERR3357578
felCat9.fa.gz,0.00%,13.5,0.00%,ERR2241833
felCat9.fa.gz,0.00%,5.5,0.00%,SRR6713628
felCat9.fa.gz,0.00%,13,0.70%,ERR1868848
felCat9.fa.gz,0.00%,10,0.00%,SRR5924194
felCat9.fa.gz,0.00%,1,0.00%,SRR6323417
felCat9.fa.gz,0.00%,11.5,0.10%,SRR13827517
felCat9.fa.gz,0.00%,1,0.00%,SRR19759445
felCat9.fa.gz,0.00%,1.7,0.00%,ERR5917005
felCat9.fa.gz,0.00%,1,0.00%,SRR5790604
felCat9.fa.gz,0.00%,3.5,0.00%,SRR7287221
felCat9.fa.gz,0.00%,10.8,0.10%,SRR18079820
felCat9.fa.gz,0.00%,1,0.00%,SRR3211766
felCat9.fa.gz,0.10%,19.7,5.80%,SRR1950765
felCat9.fa.gz,0.00%,2.2,0.00%,SRR19721638
felCat9.fa.gz,0.00%,2,0.00%,ERR3273309
felCat9.fa.gz,0.00%,5.5,0.00%,ERR3261566
felCat9.fa.gz,0.00%,1.6,0.00%,ERR2597377
felCat9.fa.gz,0.00%,10.8,0.10%,ERR5094895
felCat9.fa.gz,0.00%,1.5,0.00%,ERR3219795
felCat9.fa.gz,0.40%,22.2,5.40%,SRR6145084
felCat9.fa.gz,0.00%,5.4,0.00%,ERR2592267
felCat9.fa.gz,0.00%,74.1,0.90%,SRR5917137
felCat9.fa.gz,0.00%,1,0.00%,SRR3988457
felCat9.fa.gz,0.00%,15,0.40%,ERR2017147
felCat9.fa.gz,0.00%,1.3,0.10%,SRR5382230
felCat9.fa.gz,0.00%,51.7,0.80%,ERR2592341
felCat9.fa.gz,0.00%,2.2,0.00%,SRR1873838
felCat9.fa.gz,0.00%,12.5,0.10%,ERR4869742
felCat9.fa.gz,0.00%,18.7,0.10%,SRR12180979
felCat9.fa.gz,0.00%,8.3,0.10%,SRR17188272
felCat9.fa.gz,0.00%,9.7,0.10%,SRR12180975
felCat9.fa.gz,0.00%,1,0.00%,SRR3988304
felCat9.fa.gz,0.00%,1.6,0.00%,SRR7610131
felCat9.fa.gz,0.00%,9.1,0.00%,SRR11267052
felCat9.fa.gz,0.00%,7.6,0.40%,SRR1202089
felCat9.fa.gz,0.00%,2,0.00%,SRR3988329
felCat9.fa.gz,0.00%,1.8,0.00%,ERR2538511
felCat9.fa.gz,0.00%,4.8,0.00%,SRR5240727
felCat9.fa.gz,0.00%,4.5,0.00%,ERR2241674
felCat9.fa.gz,0.00%,2.3,0.00%,SRR5947823
felCat9.fa.gz,0.00%,15.4,0.00%,ERR10695324
felCat9.fa.gz,0.00%,45,0.40%,SRR8812408
felCat9.fa.gz,0.00%,1.7,0.00%,ERR2241922
felCat9.fa.gz,0.00%,10.5,0.00%,DRR163693
felCat9.fa.gz,0.00%,5.3,0.10%,ERR2607419
felCat9.fa.gz,0.00%,10.3,0.00%,SRR6713625
felCat9.fa.gz,0.00%,1,0.00%,ERR1467141
felCat9.fa.gz,0.00%,68.8,0.30%,ERR2245471
felCat9.fa.gz,0.10%,2.1,0.30%,SRR5040915
felCat9.fa.gz,0.00%,1.9,0.00%,ERR3219753
felCat9.fa.gz,0.10%,13.7,2.20%,ERR2750211
felCat9.fa.gz,0.00%,3.6,0.00%,ERR2863820
felCat9.fa.gz,0.00%,1.8,0.10%,SRR5382224
felCat9.fa.gz,0.10%,16.8,0.10%,ERR2597525
felCat9.fa.gz,0.00%,3.8,0.00%,SRR10810019
felCat9.fa.gz,0.00%,4.3,0.00%,SRR11267054
felCat9.fa.gz,0.00%,2,0.00%,SRR3211762
felCat9.fa.gz,0.00%,4.1,0.00%,SRR18079819
felCat9.fa.gz,0.00%,4.6,0.00%,SRR7287205
felCat9.fa.gz,0.00%,4.7,0.10%,SRR6514685
felCat9.fa.gz,0.00%,1.5,0.00%,SRR1621002
felCat9.fa.gz,0.00%,4.6,0.60%,SRR1166591
felCat9.fa.gz,0.00%,1,0.00%,SRR3181938
felCat9.fa.gz,0.00%,76.5,0.50%,ERR2245469
felCat9.fa.gz,0.10%,32.7,0.50%,SRR8246563
felCat9.fa.gz,0.00%,8.9,0.20%,ERR5094881
felCat9.fa.gz,0.00%,6.8,0.00%,ERR4398751
felCat9.fa.gz,0.00%,7.8,0.00%,DRR163687
felCat9.fa.gz,0.00%,1,0.00%,SRR1632846
felCat9.fa.gz,0.00%,3.2,0.10%,SRR16350265
felCat9.fa.gz,0.00%,1.8,0.00%,SRR3182022
felCat9.fa.gz,0.00%,1,0.00%,SRR1632793
felCat9.fa.gz,0.00%,3,0.00%,ERR2683645
felCat9.fa.gz,0.00%,1,0.00%,SRR6323218
felCat9.fa.gz,0.00%,5,0.00%,ERR3261562
felCat9.fa.gz,0.00%,2.3,0.00%,ERR2808650
felCat9.fa.gz,0.00%,2.5,0.00%,ERR5094889
felCat9.fa.gz,0.00%,11.3,0.20%,ERR2607415
felCat9.fa.gz,0.00%,3.4,0.00%,SRR7287214
felCat9.fa.gz,0.00%,10.7,0.20%,SRR5268667
felCat9.fa.gz,0.00%,5,0.10%,ERR2808662
felCat9.fa.gz,0.00%,1.3,0.00%,SRR3184094
felCat9.fa.gz,0.00%,7,0.00%,SRR11267067
felCat9.fa.gz,0.10%,19.2,0.20%,ERR594314
felCat9.fa.gz,0.00%,6,0.00%,SRR9182864
felCat9.fa.gz,0.00%,4.4,0.00%,ERR2607465
felCat9.fa.gz,0.00%,1.7,0.00%,ERR5917013
felCat9.fa.gz,0.00%,3.2,0.00%,ERR2241773
felCat9.fa.gz,0.10%,10.2,6.30%,ERR2750515
felCat9.fa.gz,0.00%,2.1,0.00%,SRR19715305
felCat9.fa.gz,0.00%,1,0.00%,ERR3593715
felCat9.fa.gz,0.00%,5.7,0.10%,ERR2607382
felCat9.fa.gz,0.00%,14.4,0.10%,ERR2241678
felCat9.fa.gz,0.00%,2,0.00%,SRR3211757
felCat9.fa.gz,0.00%,14,0.00%,ERR2241791
felCat9.fa.gz,0.00%,3.1,0.00%,ERR2597515
felCat9.fa.gz,0.00%,2,0.00%,SRR11489788
felCat9.fa.gz,0.00%,7.6,0.00%,ERR2241928
felCat9.fa.gz,0.00%,1,0.00%,ERR2815339
felCat9.fa.gz,0.00%,1,0.00%,SRR3211809
felCat9.fa.gz,0.00%,1.6,0.00%,SRR10810018
felCat9.fa.gz,0.00%,15.5,0.10%,ERR2094176
felCat9.fa.gz,0.00%,2.2,0.00%,ERR2241707
felCat9.fa.gz,0.00%,1.3,0.00%,SRR6519256
felCat9.fa.gz,0.00%,11.2,0.10%,ERR1868860
felCat9.fa.gz,0.00%,2.2,0.00%,SRR10810014
felCat9.fa.gz,0.00%,1.6,0.00%,SRR1631248
felCat9.fa.gz,0.00%,6.7,0.10%,ERR2863808
felCat9.fa.gz,0.00%,10,0.00%,ERR2200478
felCat9.fa.gz,0.00%,7.8,0.00%,SRR1917302
felCat9.fa.gz,0.00%,6.3,0.00%,ERR2607386
felCat9.fa.gz,0.00%,51.5,0.20%,SRR3988551
felCat9.fa.gz,0.00%,13.3,0.10%,SRR12181009
felCat9.fa.gz,0.00%,5.6,0.00%,ERR2592255
felCat9.fa.gz,0.00%,2.2,0.00%,SRR2107174
felCat9.fa.gz,0.00%,8.2,0.10%,ERR2607488
felCat9.fa.gz,0.00%,4.7,0.00%,ERR2231571
felCat9.fa.gz,0.00%,9.2,0.00%,DRR163686
felCat9.fa.gz,0.00%,1.4,0.00%,SRR7664996
felCat9.fa.gz,0.00%,11.5,0.10%,SRR12181039
felCat9.fa.gz,0.00%,1,0.00%,SRR5898978
felCat9.fa.gz,0.00%,3.3,0.00%,ERR2241775
felCat9.fa.gz,0.00%,16.4,0.10%,SRR12180990
felCat9.fa.gz,0.00%,2,0.00%,ERR2597374
felCat9.fa.gz,0.10%,19.7,3.50%,SRR6216751
felCat9.fa.gz,0.00%,68.7,0.80%,ERR2607433
felCat9.fa.gz,0.00%,1.4,0.00%,SRR19759423
felCat9.fa.gz,0.00%,4,0.00%,SRR6311224
felCat9.fa.gz,0.00%,7.3,0.00%,ERR2784786
felCat9.fa.gz,0.00%,4.1,0.00%,SRR15604628
felCat9.fa.gz,0.00%,4.6,0.00%,ERR2231567
felCat9.fa.gz,0.00%,2.8,0.10%,SRR12270122
felCat9.fa.gz,0.00%,2,0.00%,ERR2044644
felCat9.fa.gz,0.00%,1.6,0.00%,ERR2597388
felCat9.fa.gz,0.00%,5.2,0.00%,SRR3961740
felCat9.fa.gz,0.00%,5,0.00%,SRR12456162
felCat9.fa.gz,0.00%,2,0.00%,SRR19715300
felCat9.fa.gz,0.00%,3.6,0.20%,SRR6323380
felCat9.fa.gz,0.00%,7.2,0.00%,ERR2241794
felCat9.fa.gz,0.00%,2,0.00%,SRR3185009
felCat9.fa.gz,0.00%,6.9,0.00%,SRR12456164
felCat9.fa.gz,0.00%,4,0.10%,ERR2607406
felCat9.fa.gz,0.10%,9,0.10%,SRR12180955
felCat9.fa.gz,0.30%,13.9,0.70%,SRR18439546
felCat9.fa.gz,0.00%,13.9,0.10%,SRR12180964
felCat9.fa.gz,0.00%,50.1,0.30%,ERR2241945
felCat9.fa.gz,0.00%,1,0.00%,SRR3211808
felCat9.fa.gz,0.00%,3,0.10%,ERR3977099
felCat9.fa.gz,0.10%,29,0.50%,SRR5915611
felCat9.fa.gz,0.00%,2.8,0.00%,SRR10810008
felCat9.fa.gz,0.00%,2.6,0.00%,SRR13840101
felCat9.fa.gz,0.00%,4,0.10%,ERR771014
felCat9.fa.gz,0.00%,2,0.00%,ERR3593206
felCat9.fa.gz,0.00%,6.6,0.00%,ERR2241784
felCat9.fa.gz,0.00%,5.8,0.10%,SRR6415005
felCat9.fa.gz,0.00%,3.7,0.00%,SRR14698350
felCat9.fa.gz,0.00%,1.5,0.00%,SRR1632845
felCat9.fa.gz,0.00%,14.9,0.50%,ERR771068
felCat9.fa.gz,0.00%,1.6,0.00%,ERR2597354
felCat9.fa.gz,0.00%,8.1,0.00%,ERR2241848
felCat9.fa.gz,0.10%,4.7,0.10%,ERR4398758
felCat9.fa.gz,0.00%,2,0.00%,ERR210047
felCat9.fa.gz,0.00%,2,0.00%,SRR5275446
felCat9.fa.gz,0.00%,21,0.10%,ERR598947
felCat9.fa.gz,0.00%,3.1,0.00%,ERR2808663
felCat9.fa.gz,0.00%,1.7,0.00%,SRR13256669
felCat9.fa.gz,0.00%,30.1,0.10%,ERR2607396
felCat9.fa.gz,0.00%,2.5,0.00%,ERR3155593
felCat9.fa.gz,0.00%,16.1,0.10%,SRR5788335
felCat9.fa.gz,0.00%,3.4,0.00%,ERR2094168
felCat9.fa.gz,0.00%,2,0.00%,SRR3988333
felCat9.fa.gz,0.00%,14.6,0.10%,SRR12181050
felCat9.fa.gz,0.10%,19.3,0.50%,SRR12651216
felCat9.fa.gz,0.00%,5.8,0.00%,ERR2863819
felCat9.fa.gz,0.00%,3,0.00%,SRR6311220
felCat9.fa.gz,0.00%,2,0.00%,SRR10810004
felCat9.fa.gz,0.00%,4.2,0.00%,ERR2231568
felCat9.fa.gz,0.00%,19.5,0.20%,ERR3494975
felCat9.fa.gz,0.00%,2.3,0.00%,ERR2597503
felCat9.fa.gz,0.00%,1,0.00%,SRR1461864
felCat9.fa.gz,0.00%,3.3,0.00%,SRR5808809
felCat9.fa.gz,0.00%,11.7,0.10%,SRR12180947
felCat9.fa.gz,0.10%,36.7,0.20%,SRR9182857
felCat9.fa.gz,0.00%,10,0.10%,SRR7287225
felCat9.fa.gz,0.00%,1.6,0.10%,SRR13256657
felCat9.fa.gz,0.00%,10.3,0.00%,ERR2135519
felCat9.fa.gz,0.00%,3.3,0.00%,SRR4048936
felCat9.fa.gz,0.00%,1.8,0.00%,ERR1467149
felCat9.fa.gz,0.00%,12.8,0.10%,SRR12651210
felCat9.fa.gz,0.00%,15.5,0.00%,SRR11267076
felCat9.fa.gz,0.00%,12,0.10%,ERR4398708
felCat9.fa.gz,0.00%,4.1,0.00%,ERR4404427
felCat9.fa.gz,0.00%,3.1,0.00%,SRR7287234
felCat9.fa.gz,0.00%,1.5,0.00%,SRR10810036
felCat9.fa.gz,0.00%,7.3,0.00%,DRR163692
felCat9.fa.gz,0.00%,6,0.00%,SRR2753157
felCat9.fa.gz,0.00%,5.7,0.00%,SRR17188278
felCat9.fa.gz,0.00%,7.5,0.10%,ERR2144884
felCat9.fa.gz,0.00%,2.8,0.00%,ERR2241778
felCat9.fa.gz,0.00%,2.7,0.10%,SRR16350236
felCat9.fa.gz,0.10%,4.3,0.10%,ERR2597429
felCat9.fa.gz,0.00%,1.2,0.10%,SRR5790612
felCat9.fa.gz,0.00%,28.7,0.30%,ERR2607439
felCat9.fa.gz,0.10%,23.6,0.30%,ERR5094878
felCat9.fa.gz,0.00%,1,0.00%,SRR12272167
felCat9.fa.gz,0.00%,2.1,0.00%,SRR7287198
felCat9.fa.gz,0.10%,20.4,2.70%,ERR3593375
felCat9.fa.gz,0.00%,1.2,0.00%,ERR2538438
felCat9.fa.gz,0.00%,68.7,0.80%,ERR2592332
felCat9.fa.gz,0.00%,4.4,0.00%,SRR10810034
felCat9.fa.gz,0.00%,1.7,0.00%,SRR3988554
felCat9.fa.gz,0.00%,2.2,0.00%,ERR864208
felCat9.fa.gz,0.00%,3.5,0.00%,SRR9109405
felCat9.fa.gz,0.00%,4,0.00%,SRR11267069
felCat9.fa.gz,0.00%,8.7,0.00%,ERR2094172
felCat9.fa.gz,0.00%,20.4,0.10%,SRR12180958
felCat9.fa.gz,0.00%,3.8,0.00%,SRR1702228
felCat9.fa.gz,0.00%,7,0.00%,ERR2607375
felCat9.fa.gz,0.00%,1,0.00%,SRR1622864
felCat9.fa.gz,0.20%,17.8,6.30%,ERR2750639
felCat9.fa.gz,0.00%,1,0.00%,SRR3341746
felCat9.fa.gz,0.00%,1.2,0.00%,ERR2607483
felCat9.fa.gz,0.00%,4.5,0.00%,ERR3273300
felCat9.fa.gz,0.00%,2.2,0.00%,ERR2683606
felCat9.fa.gz,0.00%,16.4,0.10%,SRR12180991
felCat9.fa.gz,0.00%,3.3,0.00%,ERR4404430
felCat9.fa.gz,0.10%,2,0.30%,SRR15429289
felCat9.fa.gz,0.00%,7.6,0.00%,ERR2607480
felCat9.fa.gz,0.00%,5.4,0.00%,ERR2607421
felCat9.fa.gz,0.00%,4.9,0.00%,SRR17257161
felCat9.fa.gz,0.00%,3,0.00%,ERR3340884
felCat9.fa.gz,0.00%,20.6,0.00%,ERR2241986
felCat9.fa.gz,0.00%,1,0.10%,SRR5790651
felCat9.fa.gz,0.00%,5.4,0.00%,ERR2241969
felCat9.fa.gz,0.30%,14.5,0.70%,SRR18439526
felCat9.fa.gz,0.10%,6.2,0.20%,SRR13573576
felCat9.fa.gz,0.00%,7.2,0.10%,SRR17188275
felCat9.fa.gz,0.20%,15.8,5.90%,ERR2749913
felCat9.fa.gz,0.00%,1.7,0.00%,SRR3988606
felCat9.fa.gz,0.10%,2.4,0.00%,ERR2241768
felCat9.fa.gz,0.00%,2,0.00%,SRR10810012
felCat9.fa.gz,0.00%,8.2,0.00%,SRR11267043
felCat9.fa.gz,0.00%,6.4,0.10%,ERR1868840
felCat9.fa.gz,0.00%,8.2,0.00%,ERR3340890
felCat9.fa.gz,0.00%,1.1,0.00%,ERR3357531
felCat9.fa.gz,0.00%,2.9,0.00%,ERR2696422
felCat9.fa.gz,0.00%,27.3,0.30%,SRR6403508
felCat9.fa.gz,0.00%,5.8,0.10%,ERR2607453
felCat9.fa.gz,0.30%,21.7,6.40%,ERR3593541
felCat9.fa.gz,0.00%,1,0.00%,SRR6323427
felCat9.fa.gz,0.00%,2.9,0.10%,ERR3339002
felCat9.fa.gz,0.00%,14.9,0.10%,SRR12097444
felCat9.fa.gz,0.00%,2.9,0.10%,ERR3340879
felCat9.fa.gz,0.00%,16,0.00%,ERR2135518
felCat9.fa.gz,0.00%,2.3,0.00%,ERR1869530
felCat9.fa.gz,0.00%,1,0.00%,SRR6429753
felCat9.fa.gz,0.00%,4.8,0.00%,SRR7191291
felCat9.fa.gz,0.00%,26.3,0.00%,SRR10484996
felCat9.fa.gz,0.00%,6.2,0.00%,ERR2808646
felCat9.fa.gz,0.00%,2.3,0.10%,ERR2750365
felCat9.fa.gz,0.00%,17.1,0.10%,SRR12180992
felCat9.fa.gz,0.00%,1.5,0.00%,SRR19759434
felCat9.fa.gz,0.00%,3.3,0.10%,ERR2709740
felCat9.fa.gz,0.00%,18.1,0.50%,SRR12479862
felCat9.fa.gz,0.00%,3.4,0.10%,SRR15431165
felCat9.fa.gz,0.00%,6.9,0.00%,SRR7287201
felCat9.fa.gz,0.00%,4.5,0.00%,SRR10527394
felCat9.fa.gz,0.00%,7.5,0.00%,ERR2607423
felCat9.fa.gz,0.00%,14.4,0.30%,ERR5094892
felCat9.fa.gz,0.00%,11.3,0.10%,SRR17134013
felCat9.fa.gz,0.00%,1,0.00%,SRR1631100
felCat9.fa.gz,0.00%,1.2,0.00%,SRR7610123
felCat9.fa.gz,0.20%,10.8,0.50%,SRR18439538
felCat9.fa.gz,0.00%,36.5,0.30%,ERR9465707
felCat9.fa.gz,0.00%,2.5,0.00%,SRR12908315
felCat9.fa.gz,0.00%,10,0.10%,ERR2215867
felCat9.fa.gz,0.00%,5,0.00%,ERR2607485
felCat9.fa.gz,0.00%,4.1,0.00%,SRR7287226
felCat9.fa.gz,0.00%,1,0.00%,SRR3181936
felCat9.fa.gz,0.00%,2.9,0.00%,ERR2597462
felCat9.fa.gz,0.00%,14.1,0.00%,ERR4398763
felCat9.fa.gz,0.00%,13.6,0.10%,ERR5094863
felCat9.fa.gz,0.00%,16.8,0.10%,SRR12180937
felCat9.fa.gz,0.00%,7.8,0.10%,SRR17188269
felCat9.fa.gz,0.00%,22.2,0.30%,ERR2607435
felCat9.fa.gz,0.00%,18.2,0.10%,ERR4869841
felCat9.fa.gz,0.00%,7.1,0.00%,ERR2592264
felCat9.fa.gz,0.10%,18.1,4.30%,SRR6216796
felCat9.fa.gz,0.00%,1.2,0.00%,ERR911367
felCat9.fa.gz,0.00%,2.8,0.00%,SRR12270101
felCat9.fa.gz,0.00%,7.9,0.00%,SRR9219373
felCat9.fa.gz,0.00%,4.9,0.10%,ERR770988
felCat9.fa.gz,0.00%,1.2,0.00%,SRR12524505
felCat9.fa.gz,0.00%,1.6,0.00%,SRR12272117
felCat9.fa.gz,0.00%,1,0.00%,DRR163691
felCat9.fa.gz,0.00%,11.3,0.10%,SRR1916824
felCat9.fa.gz,0.00%,1.2,0.20%,SRR1623045
felCat9.fa.gz,0.00%,1,0.00%,ERR2683632
felCat9.fa.gz,0.00%,15.4,0.10%,ERR594306
felCat9.fa.gz,0.00%,2.6,0.10%,ERR3155586
felCat9.fa.gz,0.10%,64.6,1.70%,ERR318595
felCat9.fa.gz,0.00%,2.2,0.00%,SRR10810003
felCat9.fa.gz,0.10%,18.1,0.50%,ERR5094887
felCat9.fa.gz,0.00%,3.2,0.00%,SRR15604562
felCat9.fa.gz,0.00%,1.6,0.00%,SRR10810032
felCat9.fa.gz,0.00%,3.7,0.00%,SRR15604566
felCat9.fa.gz,0.00%,1,0.00%,SRR7664961
felCat9.fa.gz,0.00%,2.2,0.00%,ERR2683635
felCat9.fa.gz,0.00%,6.3,0.10%,SRR17188298
felCat9.fa.gz,0.00%,2.6,0.00%,SRR1873863
felCat9.fa.gz,0.00%,58.7,1.80%,SRR12480013
felCat9.fa.gz,0.00%,2.1,0.00%,SRR5248299
felCat9.fa.gz,0.00%,3,0.00%,SRR12270114
felCat9.fa.gz,0.00%,1.7,0.00%,SRR13840142
felCat9.fa.gz,0.00%,1,0.00%,SRR1145913
felCat9.fa.gz,0.10%,3.6,0.30%,SRR16350269
felCat9.fa.gz,0.00%,1,0.00%,SRR6323215
felCat9.fa.gz,0.00%,3,0.00%,SRR3988341
felCat9.fa.gz,0.00%,1,0.00%,SRR1073804
felCat9.fa.gz,0.00%,4.8,0.00%,ERR2231570
felCat9.fa.gz,0.00%,1,0.00%,SRR3988568
felCat9.fa.gz,0.00%,4.1,0.00%,SRR11267077
felCat9.fa.gz,0.00%,1.6,0.00%,SRR5382237
felCat9.fa.gz,0.00%,2,0.00%,SRR6323366
felCat9.fa.gz,0.00%,2,0.00%,SRR13840154
felCat9.fa.gz,0.00%,6,0.10%,ERR2764819
felCat9.fa.gz,0.00%,2.5,0.00%,SRR19524207
felCat9.fa.gz,0.10%,73.3,5.90%,SRR2145437
felCat9.fa.gz,0.10%,18.8,0.50%,SRR12651212
felCat9.fa.gz,0.00%,3.5,0.10%,SRR12270102
felCat9.fa.gz,0.00%,3.5,0.00%,SRR10527391
felCat9.fa.gz,0.00%,21,0.20%,ERR2607383
felCat9.fa.gz,0.00%,6.8,0.10%,SRR6514676
felCat9.fa.gz,0.10%,42.4,1.00%,SRR13122148
felCat9.fa.gz,0.00%,12.5,0.10%,ERR2241631
felCat9.fa.gz,0.00%,176.2,0.60%,ERR2245486
felCat9.fa.gz,0.00%,10.2,0.00%,ERR2241806
felCat9.fa.gz,0.00%,1,0.00%,SRR5790636
felCat9.fa.gz,0.00%,37.5,2.10%,SRR6216806
felCat9.fa.gz,0.00%,1,0.00%,SRR1632448
felCat9.fa.gz,0.00%,1.5,0.00%,SRR12272188
felCat9.fa.gz,0.00%,1.3,0.00%,SRR1633013
felCat9.fa.gz,0.00%,1,0.00%,SRR3988347
felCat9.fa.gz,0.00%,2.3,0.10%,ERR576944
felCat9.fa.gz,0.00%,3.1,0.00%,SRR10810015
felCat9.fa.gz,0.20%,4.7,0.20%,ERR4398781
felCat9.fa.gz,0.00%,2,0.00%,SRR13839996
felCat9.fa.gz,0.20%,11.2,0.50%,SRR18439547
felCat9.fa.gz,0.00%,3.6,0.00%,SRR3017097
felCat9.fa.gz,0.00%,353.5,5.90%,ERR2592340
felCat9.fa.gz,0.00%,2.5,0.00%,SRR1631319
felCat9.fa.gz,0.10%,1.8,0.30%,SRR15429280
felCat9.fa.gz,0.00%,4.2,0.00%,SRR3017094
felCat9.fa.gz,0.00%,3.5,0.00%,SRR19721644
felCat9.fa.gz,0.00%,3.2,0.00%,ERR2241671
felCat9.fa.gz,0.00%,4.8,0.00%,SRR7610127
felCat9.fa.gz,0.20%,24.4,7.20%,SRR9684990
felCat9.fa.gz,0.00%,1.8,0.00%,ERR1467144
felCat9.fa.gz,0.00%,10.9,0.00%,ERR2241733
felCat9.fa.gz,0.00%,4.4,0.00%,ERR3047201
felCat9.fa.gz,0.00%,4.7,0.00%,SRR19981121
felCat9.fa.gz,0.00%,5.1,0.10%,ERR2607463
felCat9.fa.gz,0.00%,7.2,0.00%,ERR2094174
felCat9.fa.gz,0.10%,4.6,0.10%,SRR15604483
felCat9.fa.gz,0.00%,11,0.10%,SRR12180970
felCat9.fa.gz,0.00%,3.8,0.00%,ERR1514429
felCat9.fa.gz,0.00%,11.7,0.60%,SRR13122231
felCat9.fa.gz,0.00%,5.6,0.00%,ERR2863822
felCat9.fa.gz,0.00%,2.8,0.00%,SRR11551369
felCat9.fa.gz,0.00%,1,0.00%,ERR2683637
felCat9.fa.gz,0.00%,5.6,0.00%,ERR2592268
felCat9.fa.gz,0.00%,14.6,0.00%,ERR4398823
felCat9.fa.gz,0.00%,1.2,0.00%,SRR12272128
felCat9.fa.gz,0.00%,11.9,0.10%,SRR12181014
felCat9.fa.gz,0.00%,2,0.00%,ERR2597331
felCat9.fa.gz,0.10%,25,0.30%,SRR5468194
felCat9.fa.gz,0.00%,31,0.10%,SRR6514667
felCat9.fa.gz,0.00%,4.1,0.00%,SRR10527390
felCat9.fa.gz,0.00%,2.5,0.00%,ERR2241712
felCat9.fa.gz,0.00%,2,0.00%,SRR6714102
felCat9.fa.gz,0.00%,1.5,0.00%,ERR2683622
felCat9.fa.gz,0.00%,2.4,0.00%,SRR5808806
felCat9.fa.gz,0.00%,2.8,0.00%,SRR2107212
felCat9.fa.gz,0.00%,1,0.00%,SRR13169493
felCat9.fa.gz,0.00%,3.8,0.00%,SRR6311221
felCat9.fa.gz,0.00%,122.9,4.60%,SRR2145438
felCat9.fa.gz,0.00%,3.2,0.10%,ERR2144897
felCat9.fa.gz,0.00%,1,0.00%,ERR480735
felCat9.fa.gz,0.00%,2.5,0.00%,SRR7287196
felCat9.fa.gz,0.00%,2,0.00%,SRR5438753
felCat9.fa.gz,0.00%,6.2,0.00%,SRR9109408
felCat9.fa.gz,0.00%,2,0.00%,ERR1467143
felCat9.fa.gz,0.00%,1.6,0.10%,SRR13256643
felCat9.fa.gz,0.00%,1.8,0.10%,SRR5382240
felCat9.fa.gz,0.00%,12.8,0.10%,SRR19721627
felCat9.fa.gz,0.00%,2.7,0.00%,SRR19715306
felCat9.fa.gz,0.00%,6.8,0.10%,ERR4398775
felCat9.fa.gz,0.00%,2,0.00%,SRR3211807
